所属概念,code,market_code,所属概念数量,股票代码
减速器;一体化压铸;华为汽车;汽车热管理;长安汽车概念;机器人概念;无人驾驶;比亚迪概念;新能源汽车;EDR概念;传感器;智能座舱;氢能源;汽车电子;沪股通;融资融券,600081,17,16,600081.SH
金属回收;回购增持再贷款概念;2025年报预增;西部大开发;比亚迪概念;碳中和;新能源汽车;专精特新;长安汽车概念;一体化压铸;深股通,002996,33,11,002996.SZ
蚂蚁集团概念;空气能热泵;建筑节能;区块链;参股银行;创投;家用电器;智能家居;储能;充电桩;光伏概念;华为概念;特斯拉概念;融资融券;沪股通,603366,17,15,603366.SH
物业管理;国企改革;人工智能;绿色电力;新能源汽车;融资融券,600653,17,6,600653.SH
供销社;固废处理;西部大开发;垃圾分类;金属回收;动力电池回收;金属铜;沪股通;融资融券,600217,17,9,600217.SH
有机硅概念;专精特新;2025年报预增;海峡两岸;固废处理;硅能源;融资融券,301300,33,7,301300.SZ
猪肉;预制菜;绿色电力;机器人概念;元宇宙;深股通,002124,33,6,002124.SZ
特高压;智能电网;风电;核电;储能;光伏概念;机器人概念;深股通;融资融券,001382,33,9,001382.SZ
三胎概念;西部大开发;流感;仿制药一致性评价;创新药;融资融券,301075,33,6,301075.SZ
固态电池;POE胶膜;锂电池概念;3D打印;钙钛矿电池;光伏概念;专精特新;新股与次新股;融资融券,920056,151,9,920056.BJ
消毒剂;丙烯酸;国企改革;央企国企改革;ST板块;POE胶膜,000698,33,6,000698.SZ
电力物联网;智能电网;虚拟电厂;充电桩;高压快充;储能;物联网;鸿蒙概念;传感器;专精特新;融资融券,300880,33,11,300880.SZ
代糖概念;合成生物;玉米;高股息精选;沪股通,605077,17,5,605077.SH
互联网保险;互联网金融;AI应用;ChatGPT概念;数据要素;信创;百度概念;阿里巴巴概念;创投;国企改革;5G;深股通,300399,33,12,300399.SZ
医药电商;民营医院;智能医疗;西部大开发;数字经济;人工智能;数据要素;DeepSeek概念;融资融券,300937,33,9,300937.SZ
共同富裕示范区;长三角一体化;医疗器械概念;碳纤维;2025年报预增;新能源汽车;机器人概念;互联网金融;比亚迪概念,002144,33,9,002144.SZ
人工智能;腾讯概念;华为概念;肝炎概念;融资融券,688393,17,5,688393.SH
粤港澳大湾区;物业管理,000020,33,2,000020.SZ
光热发电;氢能源;光伏概念;碳中和;一带一路;海工装备;风电;高端装备;上海国企改革;军工;核电;军民融合;国企改革;煤化工概念;深股通,002564,33,15,002564.SZ
无人零售;海峡两岸;智慧城市;车联网(车路协同);物联网;互联网金融;福建自贸区;创投;数字经济;智能物流;石墨烯;Web3.0;专精特新;无人机;低空经济;一带一路;小米概念;军工信息化;国企改革;AIGC概念;统一大市场;华为汽车;金属镍;小米汽车;IP经济(谷子经济);金属铜;MiniLED;小金属概念,000701,33,28,000701.SZ
西部大开发;国企改革;超超临界发电;化肥;股权转让(并购重组);煤化工概念;煤炭概念,600725,17,7,600725.SH
足球概念;冰雪产业;体育产业;光伏建筑一体化;高股息精选;绿色电力;人民币贬值受益,603558,17,7,603558.SH
煤化工概念;环氧丙烷;丙烯酸;POE胶膜;氢能源;锂电池概念;三胎概念;燃料电池;长三角一体化;融资融券;深股通;互联网金融,002648,33,12,002648.SZ
专精特新;消费电子概念;新股与次新股;融资融券;人民币贬值受益,920183,151,5,920183.BJ
宠物经济;养老概念;三胎概念;跨境电商;京津冀一体化;人民币贬值受益;一带一路,001206,33,7,001206.SZ
智能电网;物联网;充电桩;职业教育;核电;数字经济;数据中心(AIDC);机器人概念;风电;新能源汽车;宁德时代概念;高股息精选;深股通;融资融券,002441,33,14,002441.SZ
生物疫苗;证金持股;一带一路;创投;职业教育;C2M概念;人民币贬值受益;绿色电力;融资融券,000726,33,9,000726.SZ
注册制次新股;人工智能;人民币贬值受益;智能家居;物联网;智能音箱;智能穿戴;消费电子概念;深股通;新股与次新股;融资融券,301491,33,11,301491.SZ
PET铜箔;PCB概念;共封装光学(CPO);存储芯片;柔性屏(折叠屏);固态电池;MiniLED;5G;消费电子概念;宁德时代概念;华为数字能源;锂电池概念;比亚迪概念;储能;专精特新;新能源汽车;军工;华为概念;无人机;深股通;融资融券,301511,33,21,301511.SZ
家庭医生;独角兽概念;海峡两岸;智慧城市;数字经济;东数西算(算力);数据中心(AIDC);充电桩;国企改革;人工智能;文化传媒概念;创投;智能医疗;2025年报预增;医疗器械概念;融资融券;摘帽,300300,33,17,300300.SZ
冰雪产业;旅游概念;体育产业;NFT概念;IP经济(谷子经济);啤酒概念;国企改革;西部大开发;智慧政务;低空经济;融资融券;深股通,000888,33,12,000888.SZ
股权转让(并购重组);车联网(车路协同);福建自贸区;移动支付;融资融券;充电桩;乡村振兴;低空经济;海峡两岸;国企改革;人工智能;机器人概念;智慧城市,920748,151,13,920748.BJ
绿色电力;沪股通;融资融券,603866,17,3,603866.SH
页岩气;天然气;氢能源;国企改革;海工装备;深股通;股权转让(并购重组),002490,33,7,002490.SZ
人造肉;网红经济;乡村振兴;一带一路;回购增持再贷款概念;海峡两岸;深股通,003000,33,7,003000.SZ
煤炭概念;煤化工概念;天然气;碳中和;氢能源;污水处理;燃料电池;深股通;储能;超级电容;机器人概念;新能源汽车;无人驾驶;股权转让(并购重组);融资融券,000723,33,15,000723.SZ
短剧游戏;虚拟数字人;文化传媒概念;AI应用;AIGC概念;AI智能体;智慧政务;多模态AI;阿里巴巴概念;腾讯概念;抖音概念(字节概念);IP经济(谷子经济);数字乡村;DeepSeek概念;信创;数字经济;网络安全;智慧城市;人工智能;车联网(车路协同);养老概念;物联网;旅游概念;虚拟现实;算力租赁;东数西算(算力);智能家居;智能音箱;乡村振兴;机器人概念;国企改革;5G;深股通;融资融券,000156,33,34,000156.SZ
证金持股;统一大市场;冷链物流;国企改革;中俄贸易概念;央企国企改革;一带一路;京津冀一体化;智能物流;车联网(车路协同);物联网;沪股通;融资融券;中字头股票,600787,17,14,600787.SH
股权转让(并购重组);横琴新区;氢能源;ST板块;智慧城市;安防;数据中心(AIDC);东数西算(算力);智能物流;华为概念;军工;智慧政务;信创;在线教育;AI智能体;算力租赁;虚拟数字人,300167,33,17,300167.SZ
净水概念;新型城镇化;污水处理;地下管网;乡村振兴;水利;PPP概念;智慧城市;回购增持再贷款概念;京津冀一体化;专精特新;融资融券,301519,33,12,301519.SZ
小红书概念;算力租赁;抖音概念(字节概念);东数西算(算力);Web3.0;多模态AI;AIGC概念;腾讯概念;文化传媒概念;ChatGPT概念;AI智能体;数据要素;AI应用;体育产业;人工智能;低空经济;无人机;西部大开发;参股券商;融资融券;沪股通,605168,17,21,605168.SH
维生素;医药电商;宠物经济;三胎概念;跨境电商;一带一路;人民币贬值受益;证金持股;氢能源;石墨烯;深股通,002365,33,11,002365.SZ
新型工业化;智能物流;区块链;数字孪生;机器人概念;机器视觉;华为鲲鹏;工业互联网;比亚迪概念;特斯拉概念;一带一路;华为概念;统一大市场;宁德时代概念;5G;储能;高股息精选;股权转让(并购重组);深股通,300532,33,19,300532.SZ
页岩气;污水处理;一带一路;融资融券,002476,33,4,002476.SZ
证金持股;高股息精选;养老概念;IP经济(谷子经济);西部大开发;互联网金融;回购增持再贷款概念;黄金概念;人工智能;沪股通;融资融券;小米汽车;机器人概念,600729,17,13,600729.SH
智慧灯杆;智能电网;虚拟电厂;安防;可控核聚变;智慧政务;智慧城市;光热发电;数据中心(AIDC);风电;水利;商业航天;光伏概念;储能;专精特新;智能家居;燃料电池;锂电池概念;氢能源;冷链物流;股权转让(并购重组),300423,33,21,300423.SZ
华为盘古;抖音概念(字节概念);云计算;ChatGPT概念;数据要素;AIGC概念;AI应用;人工智能;华为概念;海峡两岸;专精特新;跨境电商;福建自贸区;2025年报预增;一带一路;新型烟草(电子烟);人民币贬值受益;宠物经济;回购增持再贷款概念;白酒概念;融资融券;深股通,002803,33,22,002803.SZ
短剧游戏;快手概念;股权转让(并购重组);文化传媒概念;网络游戏;网红经济;IP经济(谷子经济);虚拟数字人;抖音概念(字节概念);腾讯概念;旅游概念;百度概念;阿里巴巴概念;AI应用;人工智能;华为概念;深股通,300291,33,17,300291.SZ
煤化工概念;丙烯酸;氟化工概念;PVDF概念;消毒剂;新疆振兴;超级品牌;锂电池概念;参股券商;国企改革;上海国企改革;回购增持再贷款概念;创投;沪股通;DeepSeek概念;芯片概念;融资融券,600623,17,17,600623.SH
专精特新;数字孪生;光伏概念;储能;人工智能;水利;碳中和;氢能源;碳交易;融资融券,688069,17,10,688069.SH
长安汽车概念;汽车热管理;比亚迪概念;中俄贸易概念;新能源汽车;燃料电池;一带一路;传感器;专精特新;氢能源;储能;国企改革;汽车电子;沪股通,603013,17,14,603013.SH
先进封装;OLED;柔性屏(折叠屏);PCB概念;芯片概念;消费电子概念;汽车电子;无线充电;商业航天;华为概念;新能源汽车;光伏概念;锂电池概念;有机硅概念;固态电池;央企国企改革;国企改革;沪股通;融资融券,600552,17,19,600552.SH
环氧丙烷;生物质能发电;一带一路;智能物流;绿色电力;数字经济;工业互联网;DeepSeek概念;新型工业化;AI应用;元宇宙;数据要素;数字孪生;光伏概念;AI语料;沪股通;融资融券,600308,17,17,600308.SH
TOPCON电池;HJT电池;钙钛矿电池;光伏概念;ST板块;人工智能;无人机;储能;高端装备;机器人概念;新能源汽车;独角兽概念;智能物流;特斯拉概念;锂电池概念;回购增持再贷款概念,000821,33,16,000821.SZ
装配式建筑;专精特新;人民币贬值受益;冷链物流;海工装备;数据中心(AIDC);液冷服务器;预制菜,603339,17,8,603339.SH
智能家居;露营经济;人工智能;小米概念;小米汽车;华为概念;西部大开发;融资融券,301336,33,8,301336.SZ
跨境电商;国企改革;西部大开发;回购增持再贷款概念;2025年报预增;快手概念,600738,17,6,600738.SH
眼科医疗;工业大麻;创新药;合成生物;仿制药一致性评价;肝炎概念;维生素;医疗器械概念;辅助生殖;流感;医药电商;专精特新;智能医疗;新型烟草(电子烟);转基因;2026一季报预增;融资融券;深股通,300233,33,18,300233.SZ
创投;信托概念;量子科技;参股保险;参股券商;参股银行;共同富裕示范区;期货概念;国企改革;证金持股;融资融券;中芯国际概念;沪股通,600120,17,13,600120.SH
小米概念;融资融券;家用电器;华为概念;粤港澳大湾区,920768,151,5,920768.BJ
高股息精选;深股通;融资融券;家用电器;一带一路,002032,33,5,002032.SZ
冰雪产业;高股息精选;共同富裕示范区;两轮车;中俄贸易概念;创投;新能源汽车;锂电池概念;融资融券;深股通,000913,33,10,000913.SZ
华为盘古;华为鲲鹏;智慧政务;AI应用;移动支付;数字货币;云计算;鸿蒙概念;数据要素;AI语料;AI智能体;元宇宙;虚拟数字人;蚂蚁集团概念;网络安全;区块链;在线教育;空间计算;数字乡村;阿里巴巴概念;人脸识别;智慧城市;数字经济;DeepSeek概念;人工智能;职业教育;算力租赁;虚拟现实;物联网;华为概念;食品安全;水利;机器人概念;养老概念;创投;人形机器人;乡村振兴;智能电网;深股通,300248,33,39,300248.SZ
超级品牌;长三角一体化;深股通;融资融券,002568,33,4,002568.SZ
国企改革;跨境支付(CIPS);西部大开发;一带一路;移动支付;沪股通;融资融券,600928,17,7,600928.SH
智能电网;充电桩;储能;光伏概念;高压快充;绿色电力;高铁;福建自贸区;锂电池概念;宁德时代概念;海峡两岸;一带一路;机器人概念;新能源汽车,300062,33,14,300062.SZ
土地流转;乡村振兴;回购增持再贷款概念;国企改革;芯片概念;碳中和;碳交易;融资融券,600076,17,8,600076.SH
医药电商;冷链物流;医疗器械概念;养老概念;智能医疗;福建自贸区;海峡两岸;人工智能,002788,33,8,002788.SZ
新股与次新股;融资融券,920191,151,2,920191.BJ
注册制次新股;家用电器;跨境电商;一带一路;人民币贬值受益;高端装备;医疗器械概念;新股与次新股;融资融券,001237,33,9,001237.SZ
装配式建筑;新型城镇化;冰雪产业;房屋检测;回购增持再贷款概念;高铁;一带一路;核电;石墨烯;海工装备;水利;地下管网;同花顺中特估100;雄安新区;光伏建筑一体化;高股息精选;数字经济;同花顺漂亮100;建筑节能;光伏概念;乡村振兴;储能;绿色电力;抽水蓄能;数据中心(AIDC);充电桩;深股通;融资融券,002271,33,28,002271.SZ
国企改革;央企国企改革;ST板块;海工装备;军民融合;核污染防治;军工;人工智能;中船系;核电;机器人概念;新型工业化;2025年报预增,300527,33,13,300527.SZ
Web3.0;虚拟数字人;AIGC概念;信创;网络安全;智慧政务;华为鲲鹏;在线教育;数据要素;元宇宙;AI智能体;鸿蒙概念;智慧城市;算力租赁;数字经济;DeepSeek概念;时空大数据;人工智能;东数西算(算力);智能电网;数字孪生;物联网;京津冀一体化;华为概念;数据中心(AIDC);虚拟现实;食品安全;低空经济;卫星导航;机器人概念;军工;5G;乡村振兴;MCU芯片;芯片概念;共封装光学(CPO);深股通;融资融券,300287,33,38,300287.SZ
航运概念;自由贸易港;冷链物流;国企改革;养老概念;广东自贸区;数据要素;粤港澳大湾区;网络安全;沪股通;融资融券,601228,17,11,601228.SH
新型城镇化;地下管网;乡村振兴;水利;雄安新区;污水处理;一带一路;碳中和;专精特新;海峡两岸;核电;液冷服务器;抽水蓄能;超超临界发电;融资融券,301151,33,15,301151.SZ
建筑节能;装配式建筑;新型城镇化;雄安新区;京津冀一体化;乡村振兴;一带一路;国企改革;工业互联网;央企国企改革;新疆振兴;中字头股票,300374,33,12,300374.SZ
钠离子电池;锂电池概念;储能;新能源汽车;国企改革;充电桩;高压快充;深股通,300530,33,8,300530.SZ
维生素;医药电商;农业种植;工业大麻;乡村振兴;养老概念;旅游概念;数字经济;工业互联网;沪股通,603896,17,10,603896.SH
航空发动机;大飞机;无人机;专精特新;医疗器械概念;人民币贬值受益;绿色电力;沪股通;融资融券,688510,17,9,688510.SH
