股票代码,code,所属概念数量,所属概念,market_code
000557.SZ,000557,9,统一大市场;国企改革;西部大开发;一带一路;煤炭概念;无人驾驶;股权转让(并购重组);深股通;融资融券,33
002357.SZ,002357,12,网约车;旅游概念;股权转让(并购重组);车联网(车路协同);西部大开发;参股银行;低空经济;卫星导航;充电桩;宁德时代概念;天然气;2026中报预增,33
600278.SH,600278,13,统一大市场;上海国企改革;参股券商;自由贸易港;国企改革;航运概念;创投;医疗器械概念;一带一路;上海自贸区;人民币贬值受益;沪股通;融资融券,17
601058.SH,601058,9,同花顺出海50;DeepSeek概念;人民币贬值受益;长安汽车概念;小米汽车;沪股通;比亚迪概念;小米概念;融资融券,17
000713.SZ,000713,14,玉米;粮食概念;农业种植;转基因;农村电商;化肥;乡村振兴;草甘膦;俄乌冲突概念;国企改革;央企国企改革;磷化工;股权转让(并购重组);融资融券,33
301102.SZ,301102,9,文化传媒概念;AIGC概念;小红书概念;数字经济;数据要素;腾讯概念;抖音概念(字节概念);华为概念;融资融券,33
000060.SZ,000060,14,金属锌;金属铅;金属钴;金属铜;金属镍;黄金概念;小金属概念;金属回收;DeepSeek概念;国企改革;深股通;融资融券;期货概念;2026中报预增,33
603210.SH,603210,10,小米汽车;新能源汽车;特斯拉概念;锂电池概念;储能;小米概念;宁德时代概念;工业互联网;沪股通;融资融券,17
300465.SZ,300465,25,Web3.0;ChatGPT概念;信创;AI智能体;移动支付;数据要素;跨境支付(CIPS);数字货币;数据安全;区块链;人工智能;DeepSeek概念;蚂蚁集团概念;文化传媒概念;腾讯概念;抖音概念(字节概念);物联网;华为概念;化债概念(AMC概念);比亚迪概念;东数西算(算力);数据中心(AIDC);芯片概念;量子科技;深股通,33
301131.SZ,301131,20,专精特新;可降解塑料;家用电器;粤港澳大湾区;长安汽车概念;POE胶膜;机器人概念;碳纤维;华为汽车;PEEK材料;小米概念;新能源汽车;无人机;光伏概念;充电桩;HJT电池;钙钛矿电池;TOPCON电池;绿色电力;融资融券,33
601616.SH,601616,6,智能电网;腾讯概念;充电桩;风电;数据中心(AIDC);绿色电力,17
603277.SH,603277,4,机器人概念;人民币贬值受益;高股息精选;沪股通,17
603018.SH,603018,33,乡村振兴;PPP概念;新型城镇化;虚拟数字人;水利;数字经济;DeepSeek概念;AIGC概念;人工智能;数字乡村;数字孪生;雅下水电概念;ChatGPT概念;智慧城市;碳中和;空间计算;腾讯概念;光伏建筑一体化;高铁;车联网(车路协同);物联网;低空经济;智慧灯杆;机器人概念;虚拟现实;华为概念;机器视觉;无人驾驶;数据中心(AIDC);毫米波雷达;生态农业;沪股通;融资融券,17
600323.SH,600323,15,生物质能发电;天然气;碳交易;国企改革;绿色电力;固废处理;垃圾分类;污水处理;沪股通;融资融券;创投;氢能源;智慧城市;粤港澳大湾区;股权转让(并购重组),17
002094.SZ,002094,11,化债概念(AMC概念);跨境电商;网红经济;参股银行;中韩自贸区;一带一路;C2M概念;人民币贬值受益;腾讯概念;深股通;融资融券,33
920895.BJ,920895,3,融资融券;农机;专精特新,151
000933.SZ,000933,10,俄乌冲突概念;煤炭概念;国企改革;2026一季报预增;锂电池概念;宁德时代概念;深股通;风电;2026中报预增;融资融券,33
603097.SH,603097,11,特高压;智能电网;充电桩;军工;数据中心(AIDC);风电;光伏概念;储能;机器人概念;雄安新区;沪股通,17
603639.SH,603639,7,生态农业;化肥;乡村振兴;一带一路;DeepSeek概念;沪股通;融资融券,17
603879.SH,603879,5,海峡两岸;农机;低空经济;无人机;机器人概念,17
000719.SZ,000719,20,NFT概念;高股息精选;文化传媒概念;知识产权保护;参股银行;国企改革;托育服务;职业教育;数据确权;虚拟数字人;一带一路;在线教育;AIGC概念;数字经济;AI应用;数据要素;人工智能;腾讯概念;深股通;融资融券,33
300213.SZ,300213,36,物联网;智慧城市;军工信息化;人工智能;安防;低空经济;数据要素;工业互联网;智慧政务;新型工业化;军工;元宇宙;AI应用;高铁;无人机;AI智能体;DeepSeek概念;机器视觉;数据安全;AIGC概念;百度概念;机器人概念;专精特新;华为概念;卫星导航;独角兽概念;ChatGPT概念;云计算;跨境电商;商业航天;一带一路;京津冀一体化;数据中心(AIDC);5G;新疆振兴;深股通,33
600322.SH,600322,6,物业管理;天津自贸区;国企改革;京津冀一体化;股权转让(并购重组);融资融券,17
688036.SH,688036,16,语音技术;人工智能;国产操作系统;DeepSeek概念;AI智能体;人民币贬值受益;储能;智能穿戴;AI眼镜;AI手机;MLOps概念;消费电子概念;同花顺漂亮100;AI PC;沪股通;融资融券,17
002312.SZ,002312,11,化肥;磷化工;农村电商;小金属概念;西部大开发;乡村振兴;国企改革;锂电池概念;数字乡村;融资融券;深股通,33
000753.SZ,000753,24,装配式建筑;地下管网;乡村振兴;水利;新型城镇化;PPP概念;海工装备;污水处理;国企改革;垃圾分类;跨境电商;数字经济;创投;海峡两岸;智慧城市;DeepSeek概念;智慧政务;低空经济;风电;绿色电力;充电桩;新能源汽车;光伏概念;深股通,33
688129.SH,688129,1,融资融券,17
603589.SH,603589,3,白酒概念;沪股通;融资融券,17
603231.SH,603231,3,人造肉;大豆;融资融券,17
300370.SZ,300370,18,页岩气;新疆振兴;数字经济;天然气;数据要素;智慧城市;AI应用;净水概念;人工智能;安防;工业互联网;网络安全;物联网;国企改革;一带一路;西部大开发;新型工业化;机器人概念,33
002047.SZ,002047,15,股权转让(并购重组);光伏建筑一体化;横琴新区;装配式建筑;风电;元宇宙;一带一路;虚拟现实;国企改革;智慧城市;粤港澳大湾区;智能穿戴;AI眼镜;深股通;摘帽,33
002769.SZ,002769,12,AIGC概念;AI应用;信创;跨境电商;粤港澳大湾区;钠离子电池;一带一路;储能;国企改革;碳交易;虚拟电厂;绿色电力,33
605365.SH,605365,18,福建自贸区;一带一路;跨境电商;海峡两岸;人民币贬值受益;智能物流;家用电器;人工智能;安防;毫米波雷达;智能家居;鸿蒙概念;物联网;机器人概念;华为概念;新型工业化;传感器;沪股通,17
600859.SH,600859,10,免税店;冰雪产业;IP经济(谷子经济);物业管理;跨境电商;国企改革;京津冀一体化;抖音概念(字节概念);沪股通;融资融券,17
002282.SZ,002282,6,中俄贸易概念;雄安新区;一带一路;国企改革;高铁;绿色电力,33
603230.SH,603230,4,文化传媒概念;西部大开发;国企改革;沪股通,17
601611.SH,601611,17,可控核聚变;核电;智能电网;风电;水利;储能;军工;中字头股票;一带一路;房屋检测;央企国企改革;PPP概念;国企改革;长三角一体化;同花顺中特估100;沪股通;融资融券,17
688070.SH,688070,9,智慧城市;军民融合;时空大数据;职业教育;低空经济;无人机;专精特新;西部大开发;融资融券,17
000680.SZ,000680,15,中俄贸易概念;新型城镇化;雄安新区;雅下水电概念;垃圾分类;一带一路;乡村振兴;高端装备;人工智能;机器人概念;人民币贬值受益;国企改革;无人驾驶;融资融券;深股通,33
000655.SZ,000655,6,金属铜;小金属概念;钒电池;国企改革;深股通;融资融券,33
002293.SZ,002293,6,高股息精选;三胎概念;网红经济;深股通;融资融券;智能家居,33
600853.SH,600853,18,冰雪产业;体育产业;新型城镇化;旅游概念;雅下水电概念;农村电商;乡村振兴;PPP概念;生态农业;黑龙江自贸区;地下管网;一带一路;水利;国企改革;创投;智慧城市;商业航天;抽水蓄能,17
002395.SZ,002395,8,足球概念;丙烯酸;体育产业;煤化工概念;光伏概念;MR(混合现实);消费电子概念;融资融券,33
688087.SH,688087,6,可降解塑料;固废处理;碳中和;人民币贬值受益;沪股通;融资融券,17
301130.SZ,301130,11,流感;猴痘概念;维生素;肝炎概念;细胞免疫治疗;仿制药一致性评价;三胎概念;阿尔茨海默概念;创新药;养老概念;融资融券,33
601026.SH,601026,13,丙烯酸;碳纤维;风电;注册制次新股;海工装备;储能;新能源汽车;锂电池概念;专精特新;光伏概念;芯片概念;新股与次新股;融资融券,17
002219.SZ,002219,14,民营医院;养老概念;三胎概念;西部大开发;智能医疗;创新药;AI应用;DeepSeek概念;人工智能;AI智能体;机器人概念;脑机接口;深股通;融资融券,33
000035.SZ,000035,13,碳交易;生物质能发电;绿色电力;风电;固废处理;垃圾分类;氢能源;储能;一带一路;人工智能;机器人概念;深股通;融资融券,33
603049.SH,603049,5,两轮车;新能源汽车;比亚迪概念;沪股通;融资融券,17
603778.SH,603778,11,硅能源;PPP概念;新型城镇化;TOPCON电池;HJT电池;固态电池;钙钛矿电池;虚拟电厂;光伏概念;储能;沪股通,17
000411.SZ,000411,11,医药电商;减肥药;医美概念;冷链物流;跨境电商;医疗器械概念;国企改革;共同富裕示范区;数字经济;股权转让(并购重组);深股通,33
601008.SH,601008,7,航运概念;中韩自贸区;国企改革;中俄贸易概念;一带一路;沪股通;融资融券,17
002818.SZ,002818,9,网红经济;高股息精选;西部大开发;互联网金融;鸿蒙概念;智能家居;军工;深股通;2026中报预增,33
688480.SH,688480,6,小金属概念;净水概念;土壤修复;污水处理;沪股通;融资融券,17
601811.SH,601811,22,高股息精选;IP经济(谷子经济);体育产业;NFT概念;文化传媒概念;职业教育;国企改革;知识产权保护;虚拟数字人;西部大开发;元宇宙;数字经济;AIGC概念;DeepSeek概念;数据确权;独角兽概念;AI应用;区块链;人工智能;百度概念;华为概念;沪股通,17
601890.SH,601890,8,国产航母;军民融合;海工装备;军工;高端装备;风电;沪股通;融资融券,17
301078.SZ,301078,18,养老概念;毛发医疗;IP经济(谷子经济);跨境电商;三胎概念;文化传媒概念;AI应用;AIGC概念;在线教育;ChatGPT概念;AI智能体;DeepSeek概念;人工智能;百度概念;抖音概念(字节概念);智能穿戴;融资融券;深股通,33
600375.SH,600375,7,互联网金融;垃圾分类;氢能源;燃料电池;换电概念;新能源汽车;沪股通,17
301048.SZ,301048,7,高铁;一带一路;高端装备;国企改革;央企国企改革;深股通;融资融券,33
920186.BJ,920186,14,军工;存储芯片;量子科技;5G;中字头股票;国家大基金持股;中芯国际概念;第三代半导体;芯片概念;专精特新;新股与次新股;融资融券;国企改革;2026一季报预增,151
000677.SZ,000677,5,ST板块;京津冀一体化;低空经济;军工;航空发动机,33
300271.SZ,300271,27,财税数字化;智慧政务;ChatGPT概念;华为鲲鹏;数据要素;AI应用;DRG/DIP;数据安全;信创;数据确权;AI智能体;在线教育;区块链;智谱AI;互联网金融;蚂蚁集团概念;百度概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);语音技术;DeepSeek概念;职业教育;人工智能;华为概念;深股通;融资融券,33
603980.SH,603980,9,染料;医疗器械概念;有机硅概念;家用电器;阿尔茨海默概念;仿制药一致性评价;创新药;2026中报预增;股权转让(并购重组),17
600075.SH,600075,13,煤化工概念;水泥概念;生态农业;可降解塑料;新疆振兴;碳交易;国企改革;西部大开发;绿色电力;一带一路;储能;沪股通;融资融券,17
300560.SZ,300560,31,网络安全;电子身份证;英伟达概念;抖音概念(字节概念);智慧政务;智能穿戴;5G;元宇宙;AI智能体;华为概念;AI应用;云计算;机器视觉;安防;物联网;数字乡村;车联网(车路协同);东数西算(算力);海峡两岸;军工;人工智能;机器人概念;AI眼镜;智慧城市;数字经济;福建自贸区;算力租赁;水利;一带一路;垃圾分类;乡村振兴,33
000099.SZ,000099,15,旅游概念;数字经济;飞行汽车(eVTOL);低空经济;同花顺新质50;国企改革;军工;无人机;华为概念;粤港澳大湾区;卫星导航;风电;融资融券;深股通;中字头股票,33
601113.SH,601113,1,沪股通,17
603037.SH,603037,14,华为汽车;长安汽车概念;同花顺新质50;小米汽车;特斯拉概念;机器人概念;无人驾驶;新能源汽车;比亚迪概念;专精特新;小米概念;氢能源;储能;股权转让(并购重组),17
920339.BJ,920339,3,人民币贬值受益;融资融券;一带一路,151
300717.SZ,300717,6,可降解塑料;ETC;电子身份证;专精特新;参股银行;煤化工概念,33
002125.SZ,002125,11,小金属概念;固态电池;金属镍;钠离子电池;锂电池概念;宁德时代概念;比亚迪概念;污水处理;国企改革;深股通;融资融券,33
002562.SZ,002562,11,丙烯酸;中俄贸易概念;合成生物;人民币贬值受益;维生素;NMN概念;长三角一体化;PEEK材料;仿制药一致性评价;小金属概念;深股通,33
600467.SH,600467,6,预制菜;中韩自贸区;乡村振兴;流感;白酒概念;融资融券,17
300737.SZ,300737,9,光伏建筑一体化;新型城镇化;核电;海峡两岸;一带一路;水利;商业航天;融资融券;深股通,33
600979.SH,600979,24,绿色电力;碳交易;天然气;虚拟电厂;风电;光伏建筑一体化;新疆振兴;碳中和;国企改革;地下管网;充电桩;污水处理;西部大开发;储能;乡村振兴;光伏概念;参股银行;创投;智慧城市;液冷服务器;新能源汽车;生物质能发电;沪股通;融资融券,17
002841.SZ,002841,23,AI应用;人工智能;DeepSeek概念;星闪概念;车联网(车路协同);AIGC概念;智能家居;在线教育;家用电器;智慧政务;机器人概念;云办公;智能座舱;小米概念;物业管理;智能穿戴;AI眼镜;汽车电子;深股通;创投;MicroLED概念;2026中报预增;融资融券,33
688611.SH,688611,16,电力物联网;人形机器人;区块链;机器人概念;传感器;物联网;智能电网;虚拟电厂;储能;特高压;芯片概念;钙钛矿电池;光伏概念;存储芯片;沪股通;融资融券,17
688078.SH,688078,8,数据要素;数字孪生;云计算;DeepSeek概念;工业互联网;华为概念;机器人概念;融资融券,17
000761.SZ,000761,7,特钢概念;煤化工概念;国企改革;央企国企改革;绿色电力;深股通;融资融券,33
600935.SH,600935,5,水泥概念;可降解塑料;国企改革;硅能源;沪股通,17
688606.SH,688606,11,禽流感;宠物经济;幽门螺杆菌概念;肝炎概念;医疗器械概念;辅助生殖;猴痘概念;基因测序;人民币贬值受益;融资融券;沪股通,17
