股票代码,所属概念数量,所属概念,market_code,code
001696.SZ,24,军民融合;航空发动机;军工;无人机;商业航天;农机;低空经济;飞行汽车(eVTOL);数字经济;工业互联网;机器人概念;两轮车;专精特新;乡村振兴;燃料电池;西部大开发;比亚迪概念;新能源汽车;储能;氢能源;锂电池概念;钠离子电池;深股通;融资融券,33,001696
603132.SH,7,金属铅;金属锌;黄金概念;小金属概念;西部大开发;专精特新;沪股通,17,603132
600198.SH,23,卫星导航;商业航天;量子科技;芯片概念;无人机;低空经济;5G;MCU芯片;智能穿戴;车联网(车路协同);移动支付;网络安全;汽车芯片;核电;智慧城市;数据安全;智慧政务;创投;一带一路;央企国企改革;国企改革;股权转让(并购重组);沪股通,17,600198
003011.SZ,5,共同富裕示范区;长三角一体化;人民币贬值受益;2025年报预增;回购增持再贷款概念,33,003011
002609.SZ,18,蚂蚁集团概念;数据要素;腾讯概念;百度概念;鸿蒙概念;数字经济;DeepSeek概念;人工智能;智慧城市;车联网(车路协同);华为概念;新型城镇化;粤港澳大湾区;2025年报预增;充电桩;储能;高压快充;深股通,33,002609
301099.SZ,26,存储芯片;汽车芯片;MCU芯片;AI眼镜;汽车电子;消费电子概念;智能座舱;芯片概念;语音技术;传感器;脑机接口;无人驾驶;比亚迪概念;人形机器人;百度概念;车联网(车路协同);机器人概念;长安汽车概念;新能源汽车;人工智能;光伏概念;储能;回购增持再贷款概念;深股通;股权转让(并购重组);融资融券,33,301099
301585.SZ,2,专精特新;融资融券,33,301585
300566.SZ,15,MiniLED;柔性屏(折叠屏);OLED;AI眼镜;富士康概念;智能穿戴;小米概念;虚拟现实;华为概念;光伏概念;锂电池概念;TOPCON电池;POE胶膜;深股通;融资融券,33,300566
688262.SH,28,MCU芯片;国家大基金持股;汽车芯片;存储芯片;先进封装;数据安全;电子身份证;信创;星闪概念;量子科技;网络安全;芯片概念;东数西算(算力);鸿蒙概念;智能座舱;数字货币;汽车电子;车联网(车路协同);安防;无线充电;物联网;商业航天;无人驾驶;比亚迪概念;长安汽车概念;智能电网;沪股通;融资融券,17,688262
002749.SZ,7,化肥;草甘膦;磷化工;高股息精选;乡村振兴;西部大开发;深股通,33,002749
688502.SH,13,光刻机;光刻胶;芯片概念;智能穿戴;机器视觉;专精特新;无人驾驶;虚拟现实;人民币贬值受益;基因测序;眼科医疗;沪股通;融资融券,17,688502
688273.SH,12,脑机接口;AI智能体;DeepSeek概念;人工智能;智能医疗;机器人概念;专精特新;医美概念;医疗器械概念;三胎概念;辅助生殖;融资融券,17,688273
300106.SZ,8,乳业;三胎概念;乡村振兴;养老概念;新疆振兴;国企改革;西部大开发;股权转让(并购重组),33,300106
603023.SH,11,EDR概念;智能座舱;汽车电子;无人驾驶;传感器;车联网(车路协同);新能源汽车;黑龙江自贸区;国企改革;股权转让(并购重组);摘帽,17,603023
002453.SZ,3,光刻胶;深股通;融资融券,33,002453
002836.SZ,1,烟草,33,002836
300528.SZ,4,短剧游戏;文化传媒概念;国企改革;深股通,33,300528
301066.SZ,9,AIGC概念;AI智能体;NFT概念;数字经济;人工智能;跨境电商;创投;共同富裕示范区;融资融券,33,301066
300470.SZ,17,军工;海工装备;专精特新;氢能源;机器人概念;商业航天;新能源汽车;核电;水利;西部大开发;储能;国企改革;氟化工概念;绿色电力;天然气;煤化工概念;深股通,33,300470
301571.SZ,7,卫星导航;商业航天;军工;芯片概念;专精特新;深股通;融资融券,33,301571
002517.SZ,18,电子竞技;手机游戏;网络游戏;NFT概念;AIGC概念;IP经济(谷子经济);元宇宙;鸿蒙概念;腾讯概念;区块链;虚拟现实;人工智能;数字经济;AI应用;华为概念;AI眼镜;深股通;融资融券,33,002517
605180.SH,2,露营经济;碳纤维,17,605180
688660.SH,6,上海国企改革;风电;海工装备;国企改革;融资融券;沪股通,17,688660
300892.SZ,5,网红经济;三胎概念;乳业;啤酒概念;融资融券,33,300892
300890.SZ,12,钠离子电池;固态电池;石墨电极;锂电池概念;宁德时代概念;石墨烯;硅能源;比亚迪概念;特斯拉概念;储能;新能源汽车;融资融券,33,300890
603359.SH,15,新型城镇化;土壤修复;地下管网;PPP概念;污水处理;雄安新区;生态农业;乡村振兴;水利;碳中和;农业种植;一带一路;碳交易;新疆振兴;股权转让(并购重组),17,603359
002370.SZ,8,仿制药一致性评价;创新药;幽门螺杆菌概念;肝炎概念;猴痘概念;股权转让(并购重组);2025年报预增;融资融券,33,002370
300781.SZ,32,快手概念;小红书概念;Sora概念(文生视频);短剧游戏;智谱AI;Web3.0;AIGC概念;虚拟数字人;ChatGPT概念;多模态AI;抖音概念(字节概念);文化传媒概念;NFT概念;AI智能体;腾讯概念;阿里巴巴概念;百度概念;数据要素;元宇宙;蚂蚁集团概念;网红经济;IP经济(谷子经济);AI应用;DeepSeek概念;人工智能;华为概念;MR(混合现实);跨境电商;粤港澳大湾区;股权转让(并购重组);融资融券;深股通,33,300781
300371.SZ,12,水利;专精特新;雄安新区;物联网;传感器;智慧城市;人工智能;华为概念;DeepSeek概念;核电;AI智能体;绿色电力,33,300371
000032.SZ,46,智谱AI;云计算;华为鲲鹏;算力租赁;数据确权;数据安全;信创;智慧政务;AI语料;国资云;AI智能体;国产操作系统;阿里巴巴概念;数据要素;东数西算(算力);抖音概念(字节概念);数字乡村;元宇宙;DeepSeek概念;数字孪生;智慧城市;数字经济;人工智能;安防;数据中心;智能医疗;商业航天;低空经济;工业互联网;AI应用;粤港澳大湾区;芯片概念;专精特新;柔性屏(折叠屏);可控核聚变;高铁;体育产业;碳中和;乡村振兴;中芯国际概念;国企改革;央企国企改革;绿色电力;生物质能发电;融资融券;深股通,33,000032
002052.SZ,10,储能;智能家居;物联网;换电概念;锂电池概念;东数西算(算力);人民币贬值受益;2025年报预增;深股通;摘帽,33,002052
002448.SZ,21,工业母机;汽车电子;新能源汽车;农机;比亚迪概念;人形机器人;MCU芯片;燃料电池;2025年报预增;5G;机器人概念;长安汽车概念;无人驾驶;无人机;氢能源;华为概念;绿色电力;车联网(车路协同);乡村振兴;互联网金融;深股通,33,002448
920014.BJ,6,回购增持再贷款概念;天然气;融资融券;专精特新;氢能源;大飞机,151,920014
002927.SZ,19,商业航天;军工;智能电网;核电;5G;数据中心;高压快充;专精特新;工业互联网;充电桩;比亚迪概念;虚拟电厂;高铁;腾讯概念;储能;光伏概念;PCB概念;数字经济;西部大开发,33,002927
301379.SZ,15,PCB概念;存储芯片;汽车电子;消费电子概念;MiniLED;比亚迪概念;智能家居;无人机;长安汽车概念;海峡两岸;低空经济;人工智能;西部大开发;深股通;融资融券,33,301379
002590.SZ,24,华为汽车;小米汽车;长安汽车概念;飞行汽车(eVTOL);无人驾驶;人形机器人;比亚迪概念;小米概念;机器人概念;新能源汽车;低空经济;车联网(车路协同);汽车电子;无线充电;毫米波雷达;两轮车;工业互联网;军工;独角兽概念;回购增持再贷款概念;百度概念;绿色电力;融资融券;深股通,33,002590
300061.SZ,16,抖音概念(字节概念);腾讯概念;智慧政务;数据要素;阿里巴巴概念;网络安全;云计算;蚂蚁集团概念;互联网保险;数字经济;华为概念;东数西算(算力);AI应用;融资融券;深股通;股权转让(并购重组),33,300061
002855.SZ,9,智能家居;虚拟现实;华为概念;智能穿戴;无线耳机;消费电子概念;储能;风电;深股通,33,002855
002876.SZ,9,消费电子概念;柔性屏(折叠屏);智能穿戴;OLED;小米概念;虚拟现实;专精特新;融资融券;深股通,33,002876
300195.SZ,25,烟草;新型工业化;工业母机;高端装备;工业互联网;专精特新;机器人概念;物联网;机器视觉;光伏概念;数据中心;智能物流;中俄贸易概念;京津冀一体化;一带一路;人工智能;C2M概念;网络安全;数字经济;锂电池概念;医疗器械概念;信创;区块链;ERP概念;绿色电力,33,300195
688173.SH,22,汽车芯片;AI手机;芯片概念;AI眼镜;小米概念;智能座舱;消费电子概念;智能穿戴;汽车电子;传感器;无线充电;华为概念;专精特新;机器人概念;东数西算(算力);智能家居;粤港澳大湾区;人民币贬值受益;锂电池概念;股权转让(并购重组);沪股通;融资融券,17,688173
603518.SH,4,三胎概念;露营经济;网红经济;IP经济(谷子经济),17,603518
603150.SH,14,毫米波雷达;无人驾驶;汽车电子;传感器;比亚迪概念;PCB概念;家用电器;稀土永磁;新能源汽车;军工;冷链物流;创投;一带一路;可降解塑料,17,603150
000007.SZ,2,粤港澳大湾区;物业管理,33,000007
920021.BJ,27,京津冀一体化;先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;Sora概念(文生视频);毫米波雷达;知识产权保护;足球概念;智能穿戴;芯片概念;短剧游戏;腾讯概念;文化传媒概念;融资融券;人工智能;低空经济;AIGC概念;军工;5G;军民融合;DeepSeek概念;AI智能体,151,920021
600527.SH,2,互联网金融;新型工业化,17,600527
300647.SZ,10,智慧灯杆;智慧城市;5G;消费电子概念;数据中心;跨境电商;液冷服务器;一带一路;锂电池概念;动力电池回收,33,300647
002295.SZ,6,金属铜;数字经济;国企改革;储能;虚拟电厂;股权转让(并购重组),33,002295
600307.SH,15,特钢概念;金属铜;雅下水电概念;超导概念;国企改革;西部大开发;商业航天;氢能源;回购增持再贷款概念;核电;可控核聚变;华为概念;新能源汽车;融资融券;沪股通,17,600307
002343.SZ,14,文化传媒概念;短剧游戏;手机游戏;IP经济(谷子经济);AI语料;AIGC概念;元宇宙;腾讯概念;旅游概念;虚拟现实;京津冀一体化;创投;AI应用;国企改革,33,002343
605398.SH,18,MLOps概念;华为鲲鹏;AIGC概念;信创;阿里巴巴概念;腾讯概念;百度概念;数据要素;短剧游戏;蚂蚁集团概念;数字经济;互联网金融;人工智能;华为概念;数据中心;机器人概念;长三角一体化;沪股通,17,605398
002931.SZ,4,长安汽车概念;机器人概念;新能源汽车;股权转让(并购重组),33,002931
600281.SH,4,金属回收;可降解塑料;国企改革;充电桩,17,600281
605299.SH,11,足球概念;冰雪产业;体育产业;养老概念;跨境电商;海峡两岸;人工智能;AIGC概念;DeepSeek概念;鸿蒙概念;华为概念,17,605299
301587.SZ,8,固态电池;锂电池概念;特斯拉概念;新能源汽车;储能;低空经济;商业航天;融资融券,33,301587
300331.SZ,21,中芯国际概念;光刻机;OLED;电子纸;柔性屏(折叠屏);芯片概念;3D打印;AI PC;光伏概念;智能穿戴;小米概念;专精特新;虚拟现实;华为概念;元宇宙;烟草;人工智能;体育产业;IP经济(谷子经济);深股通;融资融券,33,300331
603182.SH,5,人造肉;大豆;粮食概念;乡村振兴;股权转让(并购重组),17,603182
300359.SZ,8,在线教育;职业教育;数字经济;人工智能;DeepSeek概念;横琴新区;三胎概念;创投,33,300359
688622.SH,9,量子科技;PM2.5;专精特新;粤港澳大湾区;食品安全;医疗器械概念;碳中和;沪股通;融资融券,17,688622
001366.SZ,3,合成生物;乡村振兴;粤港澳大湾区,33,001366
000938.SZ,34,6G概念;WiFi 6;算力租赁;中国AI 50;东数西算(算力);国产操作系统;共封装光学(CPO);英伟达概念;网络安全;国资云;数据中心;液冷服务器;数据安全;5G;云计算;智慧政务;车联网(车路协同);阿里巴巴概念;抖音概念(字节概念);芯片概念;物联网;智慧城市;AI智能体;数据要素;数字孪生;数字乡村;AIGC概念;DeepSeek概念;人工智能;机器人概念;储能;AI应用;深股通;融资融券,33,000938
300830.SZ,34,智谱AI;多模态AI;华为鲲鹏;ChatGPT概念;AI智能体;智慧政务;信创;数据要素;百度概念;鸿蒙概念;区块链;DeepSeek概念;人脸识别;职业教育;军工信息化;数字经济;互联网金融;人工智能;车联网(车路协同);华为概念;工业互联网;军工;电力物联网;新型工业化;AI应用;换电概念;虚拟电厂;智能电网;核电;碳交易;充电桩;风电;特高压;超超临界发电,33,300830
002696.SZ,10,污水处理;中俄贸易概念;土壤修复;垃圾分类;乡村振兴;预制菜;一带一路;西部大开发;国企改革;回购增持再贷款概念,33,002696
600463.SH,7,物业管理;垃圾分类;雄安新区;创投;京津冀一体化;国企改革;军民融合,17,600463
603880.SH,1,医疗器械概念,17,603880
300226.SZ,16,AI语料;ChatGPT概念;多模态AI;AIGC概念;AI智能体;百度概念;数据要素;鸿蒙概念;区块链;DeepSeek概念;互联网金融;人工智能;AI应用;工业互联网;深股通;融资融券,33,300226
000062.SZ,25,2026一季报预增;存储芯片;华为海思概念股;芯片概念;第三代半导体;汽车电子;粤港澳大湾区;比亚迪概念;华为概念;共封装光学(CPO);新能源汽车;6G概念;人民币贬值受益;华为昇腾;2025年报预增;腾讯概念;机器人概念;互联网金融;创投;AI智能体;智慧城市;雄安新区;深股通;融资融券;证金持股,33,000062
001298.SZ,19,存储芯片;无线耳机;MCU芯片;芯片概念;消费电子概念;小米概念;汽车电子;智能穿戴;传感器;AI眼镜;华为海思概念股;星闪概念;机器人概念;物联网;智能家居;2025年报预增;人民币贬值受益;海峡两岸;深股通,33,001298
920374.BJ,12,冷链物流;智能医疗;养老概念;物联网;毫米波雷达;阿里巴巴概念;融资融券;机器人概念;专精特新;人民币贬值受益;星闪概念;传感器,151,920374
300134.SZ,35,柔性屏(折叠屏);小米概念;智能穿戴;5G;华为手机;新型烟草(电子烟);消费电子概念;虚拟现实;新型工业化;华为概念;机器人概念;苹果概念;粤港澳大湾区;芯片概念;职业教育;6G概念;3D打印;军工;新能源汽车;创投;特斯拉概念;人工智能;空间计算;元宇宙;工业母机;在线教育;锂电池概念;云游戏;AIGC概念;氢能源;文化传媒概念;国企改革;深股通;股权转让(并购重组);融资融券,33,300134
300894.SZ,7,创投;家用电器;智能家居;机器人概念;人形机器人;深股通;融资融券,33,300894
300269.SZ,12,MicroLED概念;MiniLED;商业航天;MR(混合现实);小红书概念;柔性屏(折叠屏);元宇宙;智慧城市;军工;华为概念;体育产业;人民币贬值受益,33,300269
