股票代码,所属概念,market_code,所属概念数量,code
688562.SH,军工信息化;大飞机;数据要素;信创;网络安全;卫星导航;军工;DeepSeek概念;商业航天;华为概念;央企国企改革;数据中心(AIDC);国企改革;沪股通;融资融券,17,15,688562
600808.SH,特钢概念;证金持股;央企国企改革;国企改革;煤化工概念;高铁;新能源汽车;数据中心(AIDC);沪股通;融资融券,17,10,600808
002663.SZ,新型城镇化;横琴新区;文化传媒概念;互联网金融;污水处理;网红经济;抖音概念(字节概念);区块链;PPP概念;养老概念;粤港澳大湾区;石墨烯,33,12,002663
603319.SH,减速器;期货概念;汽车热管理;人形机器人;飞行汽车(eVTOL);智能物流;蚂蚁集团概念;特斯拉概念;长安汽车概念;一带一路;机器人概念;无人驾驶;PEEK材料;低空经济;新能源汽车;比亚迪概念;腾讯概念;汽车电子;液冷服务器;沪股通;融资融券,17,21,603319
300047.SZ,华为欧拉;云办公;财税数字化;华为鲲鹏;网络安全;云计算;数据安全;ChatGPT概念;智谱AI;智慧政务;信创;华为昇腾;鸿蒙概念;时空大数据;AI智能体;百度概念;数据要素;数字货币;AI应用;AIGC概念;在线教育;区块链;移动支付;数字孪生;腾讯概念;智慧城市;车联网(车路协同);军工信息化;DeepSeek概念;职业教育;数字经济;人工智能;蚂蚁集团概念;东数西算(算力);华为概念;低空经济;数据中心(AIDC);军工;无人机;无人驾驶;机器人概念;跨境电商;粤港澳大湾区;5G;乡村振兴;融资融券;深股通,33,47,300047
603160.SH,MCU芯片;汽车芯片;中芯国际概念;OLED;芯片概念;电子纸;AI手机;汽车电子;智能穿戴;消费电子概念;AI眼镜;虚拟现实;传感器;星闪概念;无线耳机;智能座舱;小米概念;华为概念;物联网;粤港澳大湾区;人工智能;鸿蒙概念;智能家居;人脸识别;新能源汽车;AI应用;智能医疗;长安汽车概念;沪股通;融资融券,17,30,603160
600382.SH,参股银行;白酒概念;新能源汽车;PPP概念;小金属概念;无人机;沪股通;股权转让(并购重组),17,8,600382
002405.SZ,百度概念;国产操作系统;数据安全;区块链;鸿蒙概念;数据要素;时空大数据;阿里巴巴概念;抖音概念(字节概念);智慧城市;DeepSeek概念;车联网(车路协同);人工智能;星闪概念;京津冀一体化;华为概念;共享单车;低空经济;长安汽车概念;充电桩;智能座舱;无人驾驶;卫星导航;小米汽车;机器人概念;华为汽车;两轮车;无人机;人形机器人;小米概念;军工;智能穿戴;参股保险;商业航天;比亚迪概念;汽车电子;MCU芯片;汽车芯片;芯片概念;融资融券;深股通,33,41,002405
002978.SZ,小金属概念;钛白粉概念;钒电池;西部大开发;参股银行;锂电池概念;股权转让(并购重组);融资融券;深股通,33,9,002978
002536.SZ,液冷服务器;芯片概念;汽车电子;数据中心(AIDC);汽车热管理;华为概念;无人机;新能源汽车;特斯拉概念;小米汽车;低空经济;充电桩;储能;机器人概念;海峡两岸;长安汽车概念;燃料电池;人民币贬值受益;一带一路;深股通;融资融券,33,21,002536
600702.SH,白酒概念;旅游概念;西部大开发;C2M概念;融资融券;沪股通,17,6,600702
920166.BJ,医疗器械概念;新股与次新股;融资融券,151,3,920166
001258.SZ,绿色电力;光热发电;风电;碳中和;充电桩;新疆振兴;储能;特高压;国企改革;西部大开发;深股通,33,11,001258
300775.SZ,大飞机;军民融合;航空发动机;卫星导航;商业航天;军工;无人机;低空经济;海工装备;高端装备;专精特新;西部大开发;融资融券;深股通,33,14,300775
300582.SZ,智慧灯杆;传感器;专精特新;换电概念;新能源汽车;人民币贬值受益;充电桩;储能,33,8,300582
688586.SH,军民融合;大飞机;商业航天;军工;无人机;专精特新;高端装备;央企国企改革;国企改革;沪股通;融资融券,17,11,688586
603799.SH,金属钴;金属镍;金属铜;盐湖提锂;小金属概念;金属回收;动力电池回收;钠离子电池;磷化工;固态电池;锂电池概念;宁德时代概念;飞行汽车(eVTOL);储能;特斯拉概念;比亚迪概念;人民币贬值受益;新能源汽车;同花顺漂亮100;人形机器人;长三角一体化;俄乌冲突概念;沪股通;融资融券,17,24,603799
605186.SH,医药电商;中俄贸易概念;智能医疗;AI语料;机器人概念;AI智能体;DeepSeek概念;数据要素;AI应用,17,9,605186
300227.SZ,光纤概念;苹果概念;富士康概念;5G;PCB概念;量子科技;3D打印;军工;无人机;比亚迪概念;成飞概念;华为概念;机器视觉;新能源汽车;大飞机;新型工业化;低空经济;宁德时代概念;军民融合;粤港澳大湾区;医美概念;深股通;股权转让(并购重组),33,23,300227
300682.SZ,电力物联网;蚂蚁集团概念;东数西算(算力);虚拟电厂;华为鲲鹏;阿里巴巴概念;智能电网;数据要素;AI智能体;区块链;AI应用;车联网(车路协同);物联网;DeepSeek概念;数字经济;华为概念;充电桩;人工智能;工业互联网;光伏概念;绿色电力;碳中和;比亚迪概念;新能源汽车;融资融券;深股通,33,26,300682
600816.SH,信托概念;参股银行;融资融券;沪股通,17,4,600816
002045.SZ,NFT概念;元宇宙;智慧政务;家用电器;人工智能;创投;人民币贬值受益;百度概念;ChatGPT概念;智能家居;智能音箱;虚拟现实;粤港澳大湾区;新能源汽车;无人机;华为概念;储能;锂电池概念;新型烟草(电子烟);宁德时代概念;智能穿戴;固态电池;无线耳机;消费电子概念;AI眼镜;苹果概念;PCB概念;深股通;融资融券,33,29,002045
600418.SH,DeepSeek概念;车联网(车路协同);百度概念;换电概念;工业互联网;华为汽车;低空经济;国企改革;飞行汽车(eVTOL);无人驾驶;华为概念;智能座舱;新能源汽车;沪股通;融资融券,17,15,600418
002362.SZ,AI语料;人脸识别;ChatGPT概念;虚拟数字人;在线教育;多模态AI;智慧政务;华为鲲鹏;电子身份证;信创;数据要素;语音技术;AI应用;AI智能体;鸿蒙概念;云计算;机器视觉;智慧城市;数字经济;安防;人工智能;DeepSeek概念;机器人概念;华为概念;京津冀一体化;智能医疗;IP经济(谷子经济);PM2.5;跨境电商;比亚迪概念;电子纸;医疗器械概念;基因测序;芯片概念;消费电子概念;融资融券;深股通,33,37,002362
920016.BJ,融资融券,151,1,920016
601677.SH,金属回收;固态电池;锂电池概念;中韩自贸区;储能;消费电子概念;比亚迪概念;5G;新能源汽车;特高压;机器人概念;军工;数据中心(AIDC);PCB概念;融资融券;沪股通,17,16,601677
920368.BJ,一带一路;融资融券;光伏概念;BC电池;第三代半导体;TOPCON电池;硅能源;HJT电池,151,8,920368
300417.SZ,物联网;专精特新;碳中和;股权转让(并购重组),33,4,300417
920475.BJ,一带一路;虚拟现实;数字孪生;金属铜;智能物流;AIGC概念;融资融券;机器人概念;无人驾驶;专精特新,151,10,920475
605255.SH,汽车热管理;新能源汽车;长安汽车概念;燃料电池;沪股通;股权转让(并购重组),17,6,605255
920781.BJ,人工智能;可控核聚变;融资融券;西部大开发;高端装备;天然气;军工;核污染防治;核电;专精特新,151,10,920781
002101.SZ,农机;国企改革;创投;横琴新区;一体化压铸;华为汽车;飞行汽车(eVTOL);机器人概念;低空经济;粤港澳大湾区;特斯拉概念;新能源汽车;无人机;比亚迪概念;华为概念;3D打印;宁德时代概念;毫米波雷达;汽车电子;5G;深股通;融资融券,33,22,002101
300133.SZ,算力租赁;智谱AI;抖音概念(字节概念);AI视频;AI语料;东数西算(算力);多模态AI;百度概念;短剧游戏;阿里巴巴概念;腾讯概念;AIGC概念;虚拟数字人;知识产权保护;元宇宙;数据要素;NFT概念;AI智能体;AI应用;手机游戏;文化传媒概念;DeepSeek概念;华为概念;人工智能;IP经济(谷子经济);网红经济;AI眼镜;旅游概念;冰雪产业;融资融券;深股通,33,31,300133
300055.SZ,盐湖提锂;煤化工概念;固废处理;污水处理;雄安新区;PPP概念;锂电池概念;深股通;融资融券,33,9,300055
600362.SH,黄金概念;金属铜;小金属概念;金属回收;锂电池概念;一带一路;沪股通;融资融券;国企改革;参股券商;证金持股;PCB概念,17,12,600362
300719.SZ,军民融合;军工信息化;成飞概念;大飞机;碳纤维;飞行汽车(eVTOL);军工;低空经济;信创;京津冀一体化;无人机;高端装备;商业航天;专精特新;虚拟现实;航空发动机,33,16,300719
601872.SH,航运概念;上海自贸区;俄乌冲突概念;海峡两岸;一带一路;央企国企改革;国企改革;高股息精选;天然气;融资融券;冷链物流;人工智能;沪股通,17,13,601872
000915.SZ,高股息精选;医药电商;维生素;创新药;流感;三胎概念;国企改革;消毒剂;污水处理;深股通;融资融券,33,11,000915
002564.SZ,光热发电;氢能源;一带一路;海工装备;碳中和;核电;光伏概念;风电;军工;军民融合;高端装备;上海国企改革;国企改革;煤化工概念;深股通,33,15,002564
688063.SH,钠离子电池;固态电池;锂电池概念;储能;两轮车;绿色电力;数据中心(AIDC);低空经济;专精特新;人民币贬值受益;沪股通;融资融券,17,12,688063
920438.BJ,玻璃基板;商业航天;无人驾驶;6G概念;芯片概念;消费电子概念;军工;核污染防治;海工装备;专精特新;核电;比亚迪概念;先进封装;融资融券,151,14,920438
002150.SZ,储能;风电;充电桩;光伏概念;乡村振兴;一带一路;农机;人民币贬值受益;深股通;融资融券,33,10,002150
600400.SH,机器人概念;军工;养老概念;工业互联网;独角兽概念;互联网金融;参股银行;沪股通;融资融券,17,9,600400
688775.SH,芯片概念;虚拟现实;人工智能;粤港澳大湾区;消费电子概念;语音技术;无人机;人民币贬值受益;机器人概念;跨境电商;融资融券,17,11,688775
003040.SZ,数字货币;跨境支付(CIPS);电子身份证;互联网金融;移动支付;区块链;数字经济;ETC;鸿蒙概念;国产操作系统;AI应用;人工智能;DeepSeek概念;智慧政务;AI智能体;信创;数据安全;物联网;华为概念;量子科技;5G;消费电子概念;融资融券;深股通,33,24,003040
002218.SZ,光伏建筑一体化;绿色电力;HJT电池;充电桩;硅能源;钙钛矿电池;POE胶膜;储能;光伏概念;卫星导航;粤港澳大湾区;商业航天;华为概念;新能源汽车;芯片概念;深股通;融资融券,33,17,002218
000045.SZ,粤港澳大湾区;虚拟现实;深圳国企改革;国企改革;OLED;深股通,33,6,000045
600586.SH,建筑节能;光伏建筑一体化;钙钛矿电池;光伏概念;一带一路;特斯拉概念;融资融券;沪股通,17,8,600586
688081.SH,芯片概念;军工信息化;军民融合;军工;无人机;量子科技;时空大数据;低空经济;华为昇腾;安防;多模态AI;人工智能;DeepSeek概念;融资融券,17,14,688081
688125.SH,光刻胶;苹果概念;消费电子概念;专精特新;比亚迪概念;宁德时代概念;机器视觉;汽车电子;机器人概念;新型工业化;一带一路;工业母机;人形机器人;沪股通;融资融券,17,15,688125
603656.SH,食品安全;高端装备;机器视觉;金属回收;新型工业化;机器人概念;数字孪生;人工智能;储能;股权转让(并购重组),17,10,603656
300681.SZ,无人驾驶;MCU芯片;新能源汽车;同花顺新质50;飞行汽车(eVTOL);减速器;低空经济;长安汽车概念;粤港澳大湾区;智能物流;深股通;融资融券,33,12,300681
300923.SZ,高铁;一带一路;无人驾驶;储能;电子纸;融资融券,33,6,300923
688133.SH,芯片概念;工业互联网;融资融券,17,3,688133
300556.SZ,空间计算;在线教育;虚拟数字人;数字孪生;智慧政务;元宇宙;AIGC概念;云计算;文化传媒概念;职业教育;数据要素;智慧城市;时空大数据;抖音概念(字节概念);数字经济;阿里巴巴概念;人工智能;虚拟现实;MR(混合现实);机器视觉;雄安新区;华为概念;东数西算(算力);粤港澳大湾区;商业航天;大飞机;苹果概念,33,27,300556
301345.SZ,两轮车;跨境电商;人民币贬值受益;无人驾驶;2026一季报预增;人形机器人;机器人概念;专精特新;深股通;融资融券,33,10,301345
300229.SZ,MLOps概念;AI语料;华为盘古;AI视频;多模态AI;ChatGPT概念;华为昇腾;华为鲲鹏;数据安全;智慧政务;AIGC概念;信创;Web3.0;腾讯概念;AI智能体;阿里巴巴概念;AI应用;数据要素;虚拟数字人;网络安全;电子身份证;元宇宙;数字货币;知识产权保护;蚂蚁集团概念;互联网金融;东数西算(算力);DeepSeek概念;数字经济;人工智能;华为概念;数据中心(AIDC);军工信息化;机器人概念;小米概念;军工;专精特新;军民融合;乡村振兴;深股通;融资融券,33,41,300229
300288.SZ,AI应用;AIGC概念;家庭医生;DeepSeek概念;智能医疗;养老概念;语音技术;人工智能;百度概念;医疗器械概念;民营医院;西部大开发;华为概念;医药电商;智能穿戴;5G;深股通,33,17,300288
920675.BJ,页岩气;融资融券;固废处理;西部大开发;天然气;专精特新,151,6,920675
300339.SZ,华为欧拉;ERP概念;MLOps概念;ChatGPT概念;财税数字化;华为鲲鹏;数字货币;智慧政务;多模态AI;鸿蒙概念;信创;虚拟数字人;在线教育;华为昇腾;国产操作系统;AI应用;AI智能体;区块链;网络安全;互联网金融;元宇宙;跨境支付(CIPS);阿里巴巴概念;星闪概念;智慧城市;DeepSeek概念;人工智能;物联网;虚拟现实;智能家居;智能医疗;华为概念;电力物联网;创投;东数西算(算力);机器人概念;华为汽车;小米概念;人形机器人;无人驾驶;智能座舱;智能电网;华为数字能源;华为海思概念股;芯片概念;深股通;融资融券,33,47,300339
920855.BJ,专精特新;融资融券;人民币贬值受益,151,3,920855
603232.SH,云办公;数字货币;电子身份证;数据安全;华为鲲鹏;网络安全;信创;云计算;智慧政务;AI应用;鸿蒙概念;移动支付;Web3.0;阿里巴巴概念;区块链;百度概念;AI智能体;量子科技;DeepSeek概念;人工智能;智慧城市;车联网(车路协同);华为概念;一带一路;军工信息化;新疆振兴;低空经济;无人机;军工;专精特新;MCU芯片;汽车芯片;芯片概念;沪股通,17,34,603232
688228.SH,华为昇腾;华为鲲鹏;数据安全;财税数字化;信创;云计算;智慧政务;多模态AI;ChatGPT概念;AI视频;语音技术;AI语料;AI智能体;数据要素;AIGC概念;东数西算(算力);元宇宙;AI应用;虚拟数字人;虚拟现实;华为概念;人工智能;DeepSeek概念;知识产权保护;卫星导航;虚拟电厂;专精特新;文化传媒概念;沪股通;股权转让(并购重组);融资融券,17,31,688228
