所属概念,market_code,股票代码,所属概念数量,code
AI应用;AIGC概念;元宇宙;蚂蚁集团概念;AI智能体;数据要素;多模态AI;百度概念;人脸识别;互联网金融;云计算;阿里巴巴概念;数字经济;DeepSeek概念;人工智能;车联网(车路协同);数字孪生;智慧城市;ETC;时空大数据;安防;物联网;低空经济;京津冀一体化;智能物流;跨境电商;小米汽车;华为概念;无人驾驶;体育产业;机器视觉;水利;无人机;大飞机;东数西算(算力);一带一路;小米概念;雄安新区;充电桩;商业航天;数据中心(AIDC);毫米波雷达;储能;足球概念;汽车电子;深股通;融资融券,33,002373.SZ,47,002373
特高压;军民融合;商业航天;电力物联网;智能电网;军工;毫米波雷达;芯片概念;专精特新;充电桩;风电;福建自贸区;海峡两岸;区块链;绿色电力,33,300427.SZ,15,300427
共同富裕示范区;人民币贬值受益,17,605003.SH,2,605003
财税数字化;华为鲲鹏;ChatGPT概念;智慧政务;区块链;数据要素;华为昇腾;人脸识别;信创;阿里巴巴概念;国产操作系统;ST板块;智慧城市;互联网金融;数字经济;东数西算(算力);数据中心(AIDC);长三角一体化;华为概念;机器人概念;5G,33,300245.SZ,21,300245
养老概念;国企改革;家用电器;抖音概念(字节概念);充电桩,17,600858.SH,5,600858
手机游戏;IP经济(谷子经济);文化传媒概念;短剧游戏;旅游概念;AIGC概念;AI语料;元宇宙;AI应用;京津冀一体化;创投;腾讯概念;国企改革;虚拟现实,33,002343.SZ,14,002343
期货概念;证金持股;国企改革;新疆振兴;西部大开发;深股通;融资融券;2025年报预增,33,000166.SZ,8,000166
卫星导航;商业航天;无人机;低空经济;时空大数据;智慧城市;无人驾驶;机器人概念;人形机器人;百度概念;小米汽车;农机;雅下水电概念;水利;比亚迪概念;长三角一体化;芯片概念;融资融券;深股通,33,300627.SZ,19,300627
可控核聚变;核电;智能电网;风电;军工;水利;储能;中字头股票;央企国企改革;一带一路;房屋检测;PPP概念;国企改革;长三角一体化;同花顺中特估100;沪股通;融资融券,17,601611.SH,17,601611
冷链物流;智能物流;一体化压铸;国企改革;DeepSeek概念;碳中和;燃料电池;氢能源;央企国企改革;车联网(车路协同);新能源汽车;无人驾驶;沪股通;融资融券,17,600006.SH,14,600006
芬太尼;仿制药一致性评价;创新药;医药电商;阿尔茨海默概念;猴痘概念;医疗器械概念;智能医疗;深股通;融资融券,33,002262.SZ,10,002262
代糖概念;合成生物;人民币贬值受益;绿色电力;专精特新;新型工业化;深股通;融资融券,33,301206.SZ,8,301206
创新药;医药电商;阿尔茨海默概念;白酒概念;国企改革;融资融券;沪股通,17,600771.SH,7,600771
环氧丙烷;POE胶膜;煤化工概念;可降解塑料;钠离子电池;固态电池;锂电池概念;光刻胶;HJT电池;光伏概念;PEEK材料;芯片概念;先进封装;融资融券;深股通,33,003022.SZ,15,003022
中俄贸易概念;燃料电池;小金属概念;氢能源;碳中和;证金持股;俄乌冲突概念;深股通,33,002225.SZ,8,002225
智能医疗;医疗器械概念;机器人概念;专精特新;2025年报预增;沪股通;融资融券,17,688085.SH,7,688085
预制菜;养鸡;乡村振兴;宠物经济;体育产业;深股通;融资融券,33,301116.SZ,7,301116
证金持股;同花顺中特估100;中字头股票;参股券商;国企改革;PPP概念;央企国企改革;新型城镇化;一带一路;水利;高铁;人工智能;金属铜;金属铅;金属锌;金属钴;小金属概念;低空经济;沪股通;融资融券,17,601390.SH,20,601390
食品安全;西部大开发;国企改革;电子纸,17,600793.SH,4,600793
煤化工概念;钛白粉概念;土壤修复;PPP概念;污水处理;固废处理;光热发电;可降解塑料;国企改革;氢能源;石墨烯;POE胶膜;盐湖提锂;一带一路;锂电池概念;融资融券;股权转让(并购重组);深股通,33,002140.SZ,18,002140
虚拟数字人;AIGC概念;文化传媒概念;短剧游戏;智慧政务;百度概念;DeepSeek概念;人工智能;国资云;西部大开发;国企改革;融资融券,33,300987.SZ,12,300987
代糖概念;动物疫苗;合成生物;污水处理;粮食概念;宠物经济;西部大开发;禽流感;人工智能;玉米;深股通,33,002688.SZ,11,002688
盐湖提锂;动力电池回收;小金属概念;固态电池;锂电池概念;化肥;2026一季报预增;西部大开发;特斯拉概念;新能源汽车;同花顺漂亮100;证金持股;深股通;融资融券,33,002466.SZ,14,002466
卫星导航;商业航天;可控核聚变;军民融合;军工;同花顺新质50;专精特新;核电;西部大开发;沪股通;融资融券,17,688776.SH,11,688776
环氧丙烷;人民币贬值受益;专精特新;沪股通;融资融券,17,688267.SH,5,688267
人民币贬值受益,17,603221.SH,1,603221
新型工业化;锂电池概念;固态电池;机器人概念;共同富裕示范区;高端装备;参股银行,33,003036.SZ,7,003036
煤炭概念;煤化工概念;石墨电极;碳中和;氢能源;黑龙江自贸区;石墨烯;锂电池概念;消费电子概念;AI眼镜;沪股通;融资融券,17,601011.SH,12,601011
免税店;冰雪产业;IP经济(谷子经济);物业管理;跨境电商;国企改革;京津冀一体化;抖音概念(字节概念);沪股通;融资融券,17,600859.SH,10,600859
金属回收;小金属概念;黄金概念;融资融券,33,301026.SZ,4,301026
创新药;重组蛋白;合成生物;深股通;融资融券,33,002252.SZ,5,002252
文化传媒概念;职业教育;粤港澳大湾区;虚拟现实,33,002905.SZ,4,002905
网红经济;NMN概念;医美概念;黑龙江自贸区;合成生物;医药电商;医疗器械概念;重组蛋白;深股通;融资融券,33,301371.SZ,10,301371
预制菜;啤酒概念;冰雪产业;工业大麻;体育产业;足球概念;京津冀一体化;一带一路;虚拟数字人;人工智能;锂电池概念;储能;新能源汽车;深股通;融资融券;股权转让(并购重组),33,002701.SZ,16,002701
国产航母;央企国企改革;国企改革;中船系;军工信息化;海工装备;智慧城市;车联网(车路协同);核电;军工;风电;无人驾驶;卫星导航;商业航天;新能源汽车;天然气;量子科技;比亚迪概念;毫米波雷达;芯片概念;汽车芯片;中字头股票;沪股通;融资融券,17,600764.SH,24,600764
统一大市场;水泥概念;冷链物流;中俄贸易概念;国企改革;高铁;智能物流;一带一路;央企国企改革;人工智能;充电桩;中字头股票;融资融券;深股通,33,000927.SZ,14,000927
AIGC概念;ERP概念;AI应用;多模态AI;在线教育;互联网保险;跨境支付(CIPS);互联网金融;AI智能体;云计算;跨境电商;信创;人工智能;家庭医生;智能医疗;创投;参股银行;海峡两岸;虚拟现实;深股通,33,002315.SZ,20,002315
2025年报预增;人工智能;AI智能体;鸿蒙概念;融资融券;卫星导航;时空大数据;数字乡村;数据要素;空间计算;互联网保险;互联网金融;数据确权;数字经济;乡村振兴;DeepSeek概念,151,920184.BJ,16,920184
重组蛋白;肝炎概念;创新药;仿制药一致性评价;沪股通;融资融券,17,688687.SH,6,688687
新能源汽车;2025年报预增,17,603655.SH,2,603655
高股息精选;净水概念;创投;数字经济;空气能热泵;鸿蒙概念;家用电器;智能家居;粤港澳大湾区;无人机;深股通;融资融券,33,002035.SZ,12,002035
创新药;医药电商;细胞免疫治疗;毛发医疗;高股息精选;国企改革;深股通;股权转让(并购重组),33,000989.SZ,8,000989
高股息精选;同花顺中特估100;证金持股;跨境支付(CIPS);沪股通;融资融券,17,601328.SH,6,601328
化肥;磷化工;生态农业;农村电商;土地流转;转基因;乡村振兴;钠离子电池;垃圾分类;锂电池概念;数字乡村;2025年报预增;人工智能;物联网;无人机;深股通,33,002170.SZ,16,002170
存储芯片;先进封装;芯片概念;专精特新;核电;自由贸易港;深股通;融资融券,33,002119.SZ,8,002119
钠离子电池;氟化工概念;动力电池回收;固态电池;锂电池概念;宁德时代概念;同花顺漂亮100;有机硅概念;PEEK材料;储能;特斯拉概念;比亚迪概念;2025年报预增;深股通;融资融券,33,002709.SZ,15,002709
柔性屏(折叠屏);消费电子概念;智能穿戴;无线耳机;液冷服务器;减速器;比亚迪概念;AI眼镜;智能音箱;特斯拉概念;机器人概念;共封装光学(CPO);深股通;融资融券,33,300709.SZ,14,300709
3D打印;专精特新;牙科医疗;阿里巴巴概念;人民币贬值受益;智能医疗;医疗器械概念;深股通;融资融券,33,301580.SZ,9,301580
钠离子电池;动力电池回收;固态电池;两轮车;磷化工;锂电池概念;换电概念;储能;高压快充;碳中和;充电桩;智能电网;风电;数据中心(AIDC);2025年报预增;长安汽车概念;飞行汽车(eVTOL);人工智能;海工装备;华为概念;低空经济;乡村振兴;新能源汽车;深股通;融资融券,33,002074.SZ,25,002074
智能穿戴;融资融券;安防;锂电池概念;固态电池;专精特新;人民币贬值受益;AI PC,151,920237.BJ,8,920237
福建自贸区;民营医院;化肥;乡村振兴;海峡两岸;旅游概念;合成生物;深股通;融资融券,33,000592.SZ,9,000592
液冷服务器;成飞概念;数据中心(AIDC);汽车热管理;军民融合;军工;小米汽车;比亚迪概念;无人机;华为概念;新能源汽车;低空经济;华为汽车;飞行汽车(eVTOL);长安汽车概念;储能;氢能源;西部大开发;深股通,33,300547.SZ,19,300547
智能物流;区块链;数字孪生;新型工业化;华为鲲鹏;工业互联网;机器人概念;机器视觉;一带一路;统一大市场;比亚迪概念;特斯拉概念;华为概念;储能;宁德时代概念;5G;高股息精选;股权转让(并购重组);深股通,33,300532.SZ,19,300532
物业管理;广东自贸区;代糖概念;国企改革;创投;啤酒概念;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,33,000523.SZ,10,000523
中俄贸易概念;AI智能体;人工智能;小金属概念;锂电池概念;特钢概念;碳中和;芯片概念;固态电池;参股券商;深股通,33,002392.SZ,11,002392
垃圾分类;新能源汽车;新型城镇化;土壤修复;污水处理;固废处理;PPP概念;雄安新区;数字经济;ST板块;锂电池概念;无人驾驶;地下管网;人工智能;碳中和;智慧城市;乡村振兴;车联网(车路协同);生物质能发电;多模态AI;动力电池回收;新疆振兴;绿色电力,33,000826.SZ,23,000826
房屋检测;新型城镇化;水利;智慧城市;福建自贸区;海峡两岸;人工智能;新疆振兴;国企改革,17,603909.SH,9,603909
水利;共同富裕示范区;高铁;家用电器;长三角一体化;专精特新;核电;军工;有机硅概念;比亚迪概念;新能源汽车;光伏概念;风电;超导概念,33,001255.SZ,14,001255
预制菜;统一大市场;啤酒概念;农业种植;白酒概念;跨境电商;乡村振兴;粮食概念;无人零售;国企改革;新疆振兴;智能物流;数字经济;AI应用;AIGC概念;光伏建筑一体化;DeepSeek概念;人工智能;央企国企改革;鸿蒙概念;ChatGPT概念;粤港澳大湾区;绿色电力;腾讯概念;低空经济;储能;深股通;融资融券,33,002419.SZ,28,002419
AIGC概念;拼多多概念;AI应用;AI智能体;阿里巴巴概念;跨境电商;网约车;华为概念;2025年报预增;新能源汽车,33,300805.SZ,10,300805
安防;机器人概念;小米概念;西部大开发;消费电子概念;融资融券,151,920857.BJ,6,920857
医疗器械概念;三胎概念;细胞免疫治疗;智能医疗;共同富裕示范区;血氧仪;DeepSeek概念,33,300314.SZ,7,300314
文化传媒概念;西部大开发;国企改革;沪股通,17,603230.SH,4,603230
证金持股;生物疫苗;职业教育;C2M概念;创投;一带一路;绿色电力;人民币贬值受益;融资融券,33,000726.SZ,9,000726
煤炭概念;超超临界发电;绿色电力;碳交易;煤化工概念;钒电池;参股保险;页岩气;储能;核电;物联网;小金属概念;融资融券;沪股通,17,600157.SH,14,600157
可燃冰;页岩气;俄乌冲突概念;天然气;新疆振兴;中俄贸易概念;一带一路;海工装备;高端装备;专精特新;融资融券,33,301158.SZ,11,301158
算力租赁;EDR概念;英伟达概念;东数西算(算力);云游戏;存储芯片;云计算;共封装光学(CPO);数据中心(AIDC);5G;芯片概念;智能音箱;腾讯概念;消费电子概念;汽车电子;AI眼镜;人脸识别;AI智能体;车联网(车路协同);安防;2026一季报预增;智能穿戴;AIGC概念;小米概念;物联网;AI视频;AI应用;DeepSeek概念;人工智能;2025年报预增;粤港澳大湾区;机器人概念;短剧游戏;人形机器人;智能家居;网络游戏;净水概念;人民币贬值受益;家用电器;跨境电商;融资融券;深股通,33,300857.SZ,42,300857
高股息精选;沪股通;融资融券,17,601229.SH,3,601229
上海国企改革;统一大市场;国企改革;智能物流;上海自贸区;数据要素;融资融券,17,600822.SH,7,600822
雅下水电概念;西部大开发;民爆概念;国企改革;芯片概念;深股通,33,002827.SZ,6,002827
高端装备;专精特新;人民币贬值受益;一带一路;宁德时代概念,33,300818.SZ,5,300818
网红经济;预制菜;人造肉;福建自贸区;海峡两岸,33,002702.SZ,5,002702
新型工业化;物联网;智慧城市;安防;元宇宙;人工智能;机器视觉;高铁;智慧政务;数据要素;工业互联网;低空经济;军工信息化;军工;AI应用;AIGC概念;AI智能体;专精特新;无人机;机器人概念;华为概念;数据安全;百度概念;DeepSeek概念;ChatGPT概念;卫星导航;独角兽概念;云计算;商业航天;跨境电商;京津冀一体化;一带一路;数据中心(AIDC);5G;新疆振兴;深股通,33,300213.SZ,36,300213
养老概念;ST板块;人脸识别;安防;网络游戏;新型工业化;手机游戏;车联网(车路协同);智慧城市;机器视觉;无人驾驶;机器人概念;人工智能;军民融合;数据要素;PPP概念;乡村振兴;时空大数据;低空经济;军工;无人机;粤港澳大湾区;抖音概念(字节概念);5G;数据中心(AIDC),33,300044.SZ,25,300044
钛白粉概念;磷化工;钒电池;锂电池概念;动力电池回收;宁德时代概念;西部大开发;深股通;融资融券,33,002145.SZ,9,002145
智能电网;可控核聚变;特高压;充电桩;核电;华为概念;工业互联网;高端装备;虚拟电厂;光伏概念;超导概念;独角兽概念;核污染防治;航空发动机;储能;大飞机;机器人概念;风电;燃料电池;氢能源;人形机器人;锂电池概念;特斯拉概念;工业母机;固废处理;化债概念(AMC概念);钒电池;超超临界发电;固态电池;减速器;国企改革;上海国企改革;沪股通;融资融券,17,601727.SH,34,601727
国企改革;光伏建筑一体化;军工;股权转让(并购重组);沪股通;融资融券,17,600810.SH,6,600810
高股息精选;深圳国企改革;国企改革;融资融券;深股通,33,002736.SZ,5,002736
可降解塑料;粤港澳大湾区;深股通,33,002986.SZ,3,002986
新型工业化;传感器;机器视觉;芯片概念;工业母机;专精特新;机器人概念;先进封装;物联网;高端装备;工业互联网;粤港澳大湾区;智能物流;职业教育;创投;污水处理;深股通;融资融券,33,301510.SZ,18,301510
