股票代码,code,所属概念,所属概念数量,market_code
688567.SH,688567,固态电池;钠离子电池;动力电池回收;锂电池概念;两轮车;高压快充;储能;新能源汽车;飞行汽车(eVTOL);机器人概念;人形机器人;人民币贬值受益;数据中心;低空经济;无人机;国企改革;沪股通;融资融券,18,17
603978.SH,603978,PVDF概念;氟化工概念;锂电池概念;储能;一体化压铸;回购增持再贷款概念;核电;军工;芯片概念;商业航天;融资融券,11,17
600433.SH,600433,烟草;可降解塑料;氢能源;燃料电池;国企改革;央企国企改革;军工;融资融券;沪股通,9,17
000718.SZ,000718,民营医院;医美概念;文化传媒概念;牙科医疗;深股通;融资融券,6,33
600359.SH,600359,粮食概念;农业种植;土地流转;农村电商;乳业;乡村振兴;特色小镇;新疆振兴;国企改革;西部大开发;股权转让(并购重组);融资融券,12,17
300358.SZ,300358,细胞免疫治疗;合成生物;净水概念;智能医疗;污水处理;高端装备;机器人概念;智能物流;人工智能;DeepSeek概念;海峡两岸;AI智能体;融资融券;深股通,14,33
301190.SZ,301190,染料;幽门螺杆菌概念;参股银行;深股通;融资融券,5,33
000797.SZ,000797,福建自贸区;海峡两岸;物业管理;土地流转;装配式建筑;跨境电商;国企改革;京津冀一体化;一带一路;深股通,10,33
002799.SZ,002799,文化传媒概念;快手概念;虚拟数字人;抖音概念(字节概念);腾讯概念;ChatGPT概念;数字经济;百度概念;区块链;阿里巴巴概念;智能物流;西部大开发;国企改革,13,33
600389.SH,600389,草甘膦;磷化工;2025年报预增;乡村振兴;融资融券;沪股通,6,17
301138.SZ,301138,机器人概念;机器视觉;人工智能;融资融券,4,33
600791.SH,600791,国企改革;京津冀一体化,2,17
603800.SH,603800,光刻机;PET铜箔;芯片概念;机器视觉;固态电池;锂电池概念;海工装备;天然气;页岩气;沪股通;融资融券,11,17
300057.SZ,300057,锂电池概念;钠离子电池;固态电池;宁德时代概念;超级电容;PET铜箔;光伏概念;储能;建筑节能;比亚迪概念;柔性屏(折叠屏);OLED;小米概念;华为概念;DeepSeek概念;AI智能体;虚拟数字人;深股通;融资融券,19,33
688270.SH,688270,商业航天;卫星导航;军工信息化;6G概念;军民融合;军工;无人机;芯片概念;2025年报预增;沪股通;融资融券,11,17
002815.SZ,002815,共封装光学(CPO);PCB概念;AI PC;华为手机;毫米波雷达;5G;先进封装;消费电子概念;汽车电子;6G概念;芯片概念;柔性屏(折叠屏);数据中心;东数西算(算力);人形机器人;无人机;传感器;比亚迪概念;无人驾驶;华为概念;特斯拉概念;机器人概念;商业航天;军工;粤港澳大湾区;腾讯概念;抖音概念(字节概念);阿里巴巴概念;百度概念;一带一路;深股通,31,33
600808.SH,600808,特钢概念;煤化工概念;国企改革;央企国企改革;高铁;新能源汽车;证金持股;数据中心;沪股通;融资融券,10,17
002607.SZ,002607,AI应用;AIGC概念;职业教育;在线教育;虚拟数字人;百度概念;阿里巴巴概念;DeepSeek概念;旅游概念;人工智能;乡村振兴;超级品牌;融资融券;深股通,14,33
688227.SH,688227,华为欧拉;算力租赁;云计算;AI智能体;智慧政务;东数西算(算力);信创;数据要素;芯片概念;华为概念;区块链;人工智能;军工;DeepSeek概念;数字经济;互联网金融;融资融券,17,17
002996.SZ,002996,金属回收;西部大开发;碳中和;回购增持再贷款概念;一体化压铸;新能源汽车;比亚迪概念;专精特新;长安汽车概念;2025年报预增;深股通,11,33
688685.SH,688685,无人机;传感器;军工;军民融合;航空发动机;专精特新;商业航天;高端装备;东数西算(算力);算力租赁;人工智能;DeepSeek概念;独角兽概念;智能医疗;共封装光学(CPO);沪股通;融资融券,17,17
920185.BJ,920185,储能;宁德时代概念;石墨电极;固态电池;锂电池概念;一带一路;融资融券;比亚迪概念;钠离子电池;燃料电池;石墨烯,11,151
600048.SH,600048,租售同权;物业管理;证金持股;同花顺漂亮100;国企改革;央企国企改革;沪股通;融资融券;智能家居,9,17
920541.BJ,920541,机器人概念;高铁;融资融券;专精特新;一带一路;无人驾驶,6,151
002843.SZ,002843,高压快充;AI PC;军工;储能;数据中心;充电桩;华为概念;苹果概念;商业航天;光伏概念;智能穿戴;消费电子概念;一带一路;深股通;融资融券,15,33
300834.SZ,300834,粤港澳大湾区;专精特新;融资融券,3,33
920252.BJ,920252,融资融券;两轮车;储能;专精特新;锂电池概念,5,151
600863.SH,600863,煤炭概念;证金持股;超超临界发电;绿色电力;国企改革;央企国企改革;西部大开发;风电;沪股通;融资融券,10,17
601112.SH,601112,风电;光伏概念;碳纤维;比亚迪概念;新能源汽车;注册制次新股;新股与次新股;融资融券,8,17
300073.SZ,300073,钠离子电池;固态电池;宁德时代概念;动力电池回收;锂电池概念;比亚迪概念;储能;特斯拉概念;新能源汽车;金属钴;飞行汽车(eVTOL);高端装备;小金属概念;无人机;低空经济;国企改革;央企国企改革;深股通;融资融券,19,33
600343.SH,600343,商业航天;军民融合;大飞机;军工;水利;高端装备;央企国企改革;西部大开发;国企改革;氢能源;煤化工概念;沪股通;融资融券,13,17
300843.SZ,300843,铜缆高速连接;液冷服务器;富士康概念;新型烟草(电子烟);消费电子概念;人形机器人;比亚迪概念;数据中心;小米概念;智能座舱;新能源汽车;高压快充;储能;机器人概念;飞行汽车(eVTOL);无人机;充电桩;低空经济;深股通,19,33
301235.SZ,301235,芯片概念;2025年报预增;专精特新;医疗器械概念;辅助生殖;回购增持再贷款概念;医疗废物处理;人工智能;智能医疗;融资融券,10,33
002299.SZ,002299,养鸡;预制菜;参股银行;食品安全;海峡两岸;深股通;融资融券;2025年报预增,8,33
002104.SZ,002104,数字货币;移动支付;电子身份证;ETC;互联网金融;车联网(车路协同);国产操作系统;智慧政务;区块链;数字经济;数据安全;网络安全;量子科技;物联网;人工智能;华为概念;阿里巴巴概念;5G;一带一路;消费电子概念;芯片概念;深股通;融资融券,23,33
002971.SZ,002971,燃料电池;专精特新;芯片概念;氢能源;有机硅概念;氟化工概念;天然气;深股通,8,33
003026.SZ,003026,汽车电子;芯片概念;传感器;2025年报预增,4,33
603061.SH,603061,2025年报预增;芯片概念;专精特新;沪股通,4,17
002364.SZ,002364,中国AI 50;数据中心;5G;阿里巴巴概念;百度概念;腾讯概念;华为概念;海工装备;智能电网;高压快充;核电;数字孪生;拼多多概念;特高压;虚拟电厂;工业互联网;储能;风电;充电桩;换电概念;新能源汽车;碳中和;水利;两轮车;深股通;融资融券,26,33
002582.SZ,002582,人造肉;跨境电商;网红经济;职业教育;智能物流;旅游概念;特色小镇;啤酒概念;创投;海峡两岸;IP经济(谷子经济);乡村振兴;预制菜;参股银行;生态农业;农业种植;新疆振兴,17,33
000615.SZ,000615,毛发医疗;ST板块;民营医院;参股券商;医美概念;参股银行;消毒剂,7,33
600868.SH,600868,小金属概念;水泥概念;时空大数据;氢能源;储能;回购增持再贷款概念;粤港澳大湾区;智慧城市;绿色电力;数据要素;职业教育;水利;新型城镇化;融资融券;沪股通,15,17
600618.SH,600618,环氧丙烷;消毒剂;氟化工概念;国企改革;上海国企改革;沪股通;融资融券,7,17
301076.SZ,301076,PEEK材料;专精特新;深股通;融资融券,4,33
300158.SZ,300158,仿制药一致性评价;维生素;创新药;医药电商;流感;肝炎概念;毛发医疗;医美概念;土地流转;农业种植;乡村振兴;融资融券;深股通,13,33
002041.SZ,002041,转基因;粮食概念;玉米;农业种植;生态农业;乡村振兴;俄乌冲突概念;2025年报预增;深股通;融资融券,10,33
002465.SZ,002465,军工信息化;太赫兹;脑机接口;时空大数据;6G概念;卫星导航;同花顺新质50;国产操作系统;商业航天;人工智能;DeepSeek概念;军民融合;智慧城市;车联网(车路协同);国产航母;虚拟现实;低空经济;大飞机;军工;物联网;无人机;成飞概念;航空发动机;5G;无人驾驶;智能穿戴;机器人概念;芯片概念;粤港澳大湾区;回购增持再贷款概念;国企改革;深股通;融资融券,33,33
603363.SH,603363,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,6,17
603730.SH,603730,特斯拉概念;新能源汽车;比亚迪概念;长安汽车概念;人民币贬值受益;上海自贸区;沪股通;融资融券,8,17
002571.SZ,002571,网络游戏;C2M概念;股权转让(并购重组);光伏概念;新能源汽车;创投;拼多多概念;一带一路;参股银行,9,33
600421.SH,600421,股权转让(并购重组);ST板块;风电;智慧城市;传感器;数据要素,6,22
300731.SZ,300731,富士康概念;液冷服务器;第三代半导体;5G;汽车热管理;宁德时代概念;比亚迪概念;数据中心;小米汽车;新能源汽车;2025年报预增;储能;家用电器;海峡两岸;华为概念;粤港澳大湾区;创投;深股通,18,33
600293.SH,600293,硅能源;回购增持再贷款概念;国企改革;参股银行;融资融券,5,17
301152.SZ,301152,钠离子电池;固态电池;动力电池回收;锂电池概念;储能;比亚迪概念;新能源汽车;专精特新;芯片概念;融资融券,10,33
002540.SZ,002540,军工;大飞机;3D打印;商业航天;新能源汽车;比亚迪概念;汽车热管理;深股通,8,33
605090.SH,605090,商业航天;低空经济;数字经济;DeepSeek概念;创投;智能物流;粤港澳大湾区;芯片概念;氢能源;新疆振兴;绿色电力;天然气;回购增持再贷款概念;页岩气;航运概念;俄乌冲突概念;煤化工概念;融资融券;沪股通,19,17
002657.SZ,002657,数字货币;移动支付;财税数字化;互联网金融;数据确权;区块链;智慧政务;华为鲲鹏;信创;鸿蒙概念;百度概念;Web3.0;AI智能体;腾讯概念;智慧城市;阿里巴巴概念;数字经济;ChatGPT概念;元宇宙;智谱AI;在线教育;多模态AI;语音技术;算力租赁;AIGC概念;人工智能;华为概念;虚拟数字人;东数西算(算力);DeepSeek概念;智能座舱;工业互联网;数据中心;京津冀一体化;短剧游戏;化债概念(AMC概念);期货概念;AI应用;深股通;融资融券,40,33
000761.SZ,000761,特钢概念;煤化工概念;国企改革;央企国企改革;深股通;融资融券,6,33
300348.SZ,300348,数字货币;移动支付;跨境支付(CIPS);华为欧拉;华为鲲鹏;财税数字化;信创;鸿蒙概念;互联网金融;区块链;数据安全;数据要素;云计算;AI智能体;智慧城市;数字经济;AIGC概念;DeepSeek概念;人工智能;阿里巴巴概念;腾讯概念;华为概念;化债概念(AMC概念);粤港澳大湾区;一带一路;AI应用;融资融券;深股通,28,33
688019.SH,688019,中芯国际概念;存储芯片;光刻胶;先进封装;第三代半导体;芯片概念;专精特新;上海自贸区;沪股通;融资融券,10,17
002131.SZ,002131,小红书概念;快手概念;多模态AI;ChatGPT概念;AIGC概念;虚拟数字人;抖音概念(字节概念);AI智能体;AI应用;百度概念;腾讯概念;数据要素;区块链;文化传媒概念;DeepSeek概念;人工智能;数字经济;独角兽概念;华为概念;机器视觉;芯片概念;小米概念;核电;液冷服务器;跨境电商;专精特新;创投;水利;海工装备;医疗器械概念;新能源汽车;一带一路;深股通;污水处理;融资融券,35,33
300576.SZ,300576,光刻胶;OLED;第三代半导体;芯片概念;PCB概念;专精特新;粤港澳大湾区;深股通;融资融券,9,33
002266.SZ,002266,可控核聚变;金属回收;小金属概念;金属镍;金属钴;金属铜;核电;黄金概念;金属锌;雅下水电概念;抽水蓄能;金属铅;一带一路;高端装备;汽车拆解概念;碳中和;绿色电力;固废处理;动力电池回收;水利;创投;共同富裕示范区;文化传媒概念;深股通;融资融券,25,33
002833.SZ,002833,减速器;新型工业化;机器人概念;粤港澳大湾区;专精特新;新能源汽车;高端装备;DeepSeek概念;深股通,9,33
600221.SH,600221,海南自贸区;自由贸易港;雄安新区;融资融券;股权转让(并购重组);沪股通,6,17
688519.SH,688519,共封装光学(CPO);PCB概念;存储芯片;MiniLED;5G;新能源汽车;2025年报预增;华为概念;专精特新;沪股通;融资融券,11,17
300509.SZ,300509,专精特新;机器人概念;机器视觉;2025年报预增,4,33
000555.SZ,000555,华为昇腾;网络安全;华为鲲鹏;信创;数字货币;量子科技;数据安全;财税数字化;ERP概念;数字乡村;智慧城市;鸿蒙概念;区块链;AI智能体;数据要素;互联网金融;数字经济;跨境支付(CIPS);阿里巴巴概念;腾讯概念;华为概念;物联网;人工智能;AIGC概念;DeepSeek概念;5G;虚拟数字人;NFT概念;碳中和;深股通;AI应用;融资融券,32,33
002975.SZ,002975,存储芯片;富士康概念;液冷服务器;PCB概念;苹果概念;英伟达概念;消费电子概念;AI眼镜;芯片概念;汽车电子;无线耳机;新型烟草(电子烟);2025年报预增;小米概念;5G;比亚迪概念;智能座舱;MR(混合现实);工业母机;新能源汽车;特斯拉概念;毫米波雷达;人形机器人;新型工业化;机器视觉;机器人概念;华为概念;高端装备;无人驾驶;粤港澳大湾区;减速器;虚拟现实;一带一路;阿里巴巴概念;人工智能;横琴新区;腾讯概念;深股通,38,33
920263.BJ,920263,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;稀土永磁;机器人概念;AIGC概念;人工智能;碳交易;融资融券;碳中和;水泥概念;专精特新;人形机器人;页岩气;污水处理;新疆振兴;土壤修复,21,151
688729.SH,688729,中芯国际概念;存储芯片;科创次新股;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券,9,17
002382.SZ,002382,三胎概念;医疗器械概念;一带一路;跨境电商;医药电商;人民币贬值受益;特斯拉概念;深股通;融资融券,9,33
301299.SZ,301299,AI智能体;AIGC概念;数据要素;鸿蒙概念;DeepSeek概念;期货概念;AI应用;融资融券,8,33
002584.SZ,002584,光刻胶;核污染防治;核电;消毒剂;碳中和;食品安全;创投;粤港澳大湾区;专精特新;光伏概念;重组蛋白;辅助生殖;PCB概念;磷化工;锂电池概念;深股通,16,33
