name,code,now,涨停价,跌停价
三星新材,603578,12.05,13.27,10.85
纽威数控,688697,0.0,18.08,12.06
金百泽,301041,27.08,32.54,21.7
中国中冶,601618,3.01,3.31,2.71
成都先导,688222,23.99,28.84,19.22
辉隆股份,2556,6.01,6.6,5.4
实朴检测,301228,42.0,50.35,33.57
昱能科技,688348,50.91,61.02,40.68
卓锦股份,688701,9.07,10.75,7.17
金牛化工,600722,5.95,6.55,5.36
*ST炼石,697,8.93,9.37,8.47
皖通科技,2331,8.89,9.79,8.01
大宏立,300865,26.63,32.03,21.35
美畅股份,300861,14.75,17.64,11.76
翔腾新材,1373,29.04,32.19,26.33
中国动力,600482,20.41,22.44,18.36
双枪科技,1211,26.21,28.84,23.6
高铁电气,688285,0.0,10.48,6.98
汇川技术,300124,72.85,87.26,58.18
神州数码,34,37.83,41.57,34.01
中国核电,601985,8.71,9.58,7.84
赛科希德,688338,25.83,31.07,20.71
澳柯玛,600336,8.45,9.49,7.77
共同药业,300966,20.11,24.16,16.1
迪森股份,300335,5.74,6.9,4.6
明志科技,688355,17.2,20.69,13.79
华菱精工,603356,14.41,15.8,12.92
慕思股份,1323,25.75,28.38,23.22
恒力石化,600346,20.04,22.03,18.03
永臻股份,603381,19.95,21.99,17.99
白银有色,601212,5.96,6.27,5.13
朗科科技,300042,25.56,30.72,20.48
浙江建投,2761,8.52,9.37,7.67
卫星化学,2648,17.0,18.65,15.26
西麦食品,2956,25.48,27.96,22.88
紫建电子,301121,39.48,47.44,31.62
齐鲁银行,601665,5.63,6.18,5.06
复洁科技,688335,22.52,26.9,17.94
国光电器,2045,14.0,15.4,12.6
煜邦电力,688597,8.34,10.08,6.72
招商证券,600999,16.78,18.43,15.08
汉朔科技,301275,52.89,63.62,42.42
江盐集团,601065,8.37,9.21,7.53
中科磁业,301141,52.9,63.52,42.34
宇信科技,300674,22.16,26.68,17.78
国元证券,728,8.34,9.15,7.49
同兴达,2845,13.75,15.22,12.46
清源股份,603628,13.73,15.11,12.37
中鼎股份,887,21.97,24.12,19.74
昊创瑞通,301668,49.32,58.94,39.3
南方传媒,601900,13.64,15.0,12.28
热威股份,603075,21.75,23.9,19.56
软控股份,2073,8.14,8.95,7.33
隆盛科技,300680,48.43,58.1,38.74
博隆技术,603325,78.01,85.8,70.2
山河药辅,300452,13.4,16.12,10.74
仁信新材,301395,10.73,12.86,8.58
红墙股份,2809,10.67,11.73,9.59
洛阳钼业,603993,18.72,20.48,16.76
豫园股份,600655,5.31,5.85,4.79
和辉光电,688538,2.66,3.19,2.13
华斯股份,2494,5.33,5.84,4.78
蓝特光学,688127,37.1,44.52,29.68
中国海防,600764,26.51,29.14,23.84
华润双鹤,600062,18.51,20.35,16.65
无锡振华,605319,21.14,23.25,19.03
可立克,2782,18.2,20.16,16.5
安德利,605198,36.61,40.25,32.93
峰岹科技,688279,187.0,222.67,148.45
大金重工,2487,54.85,60.3,49.34
东方电热,300217,5.18,6.25,4.17
西部矿业,601168,25.96,28.62,23.42
捷成股份,300182,5.2,6.24,4.16
麦加芯彩,603062,46.6,51.35,42.01
展鹏科技,603488,7.75,8.53,6.98
协昌科技,301418,36.14,43.37,28.91
中材国际,600970,10.37,11.33,9.27
光云科技,688365,15.44,18.52,12.34
奥佳华,2614,7.67,8.48,6.94
正海生物,300653,20.47,24.58,16.38
经纬股份,301390,33.19,39.91,26.61
正海磁材,300224,15.35,18.41,12.27
信达证券,601059,17.88,19.64,16.07
有研新材,600206,20.33,22.35,18.29
潍柴动力,338,17.6,19.54,15.98
德宏股份,603701,20.41,22.31,18.25
常青科技,603125,17.84,19.5,15.96
晶方科技,603005,27.68,30.61,25.05
四方股份,601126,30.0,33.31,27.25
齐心集团,2301,7.56,8.32,6.8
华锦股份,59,5.05,5.54,4.54
中直股份,600038,35.26,38.79,31.73
外高桥,600648,10.06,11.07,9.05
吉鑫科技,601218,5.03,5.53,4.53
国投资本,600061,7.55,8.29,6.79
中建环能,300425,5.0,6.01,4.01
盛帮股份,301233,50.26,60.12,40.08
冀东装备,856,10.0,11.0,9.0
青云科技,688316,57.41,68.89,45.93
锡南科技,301170,27.36,32.88,21.92
金明精机,300281,7.41,8.92,5.94
浙江新能,600032,7.41,8.15,6.67
亚威股份,2559,9.86,10.85,8.87
豪威集团,603501,125.71,138.27,113.13
安科生物,300009,9.85,11.82,7.88
西部创业,557,4.94,5.41,4.43
美好医疗,301363,22.12,26.39,17.59
泰格医药,300347,51.34,61.49,40.99
瀚川智能,688022,14.57,17.48,11.66
威奥股份,605001,7.28,8.01,6.55
北方铜业,737,14.58,16.02,13.1
联测科技,688113,38.55,46.45,30.97
国药股份,600511,29.0,31.9,26.1
金力永磁,300748,33.78,40.57,27.05
药石科技,300725,38.54,46.25,30.83
泰坦科技,688133,21.64,25.97,17.31
华宇软件,300271,7.24,8.64,5.76
新恒汇,301678,66.66,80.62,53.74
安图生物,603658,35.9,39.56,32.36
惠而浦,600983,9.59,10.54,8.62
永利股份,300230,4.78,5.75,3.83
蓝英装备,300293,21.45,25.85,17.23
哈铁科技,688459,9.56,11.48,7.66
悍高集团,1221,59.55,65.73,53.78
常熟银行,601128,7.16,7.88,6.44
康缘药业,600557,14.37,15.75,12.89
鲁泰A,726,7.15,7.87,6.44
华润三九,999,28.51,31.36,25.66
奥赛康,2755,16.7,18.24,14.92
迈为股份,300751,161.35,193.22,128.82
向日葵,300111,7.06,8.52,5.68
本立科技,301065,21.25,25.46,16.98
富乐德,301297,37.34,45.11,30.07
伟测科技,688372,103.19,123.53,82.35
联合化学,301209,103.51,123.41,82.27
恒尚节能,603137,13.99,15.4,12.6
东南网架,2135,4.66,5.13,4.19
浙江医药,600216,13.96,15.36,12.56
欢瑞世纪,892,6.96,7.66,6.26
宁波华翔,2048,27.96,30.51,24.97
新雷能,300593,25.06,30.37,20.25
长电科技,600584,36.8,40.47,33.11
北鼎股份,300824,11.48,13.78,9.18
张家港行,2839,4.58,5.05,4.13
捷顺科技,2609,9.17,10.1,8.26
星湖科技,600866,6.88,7.56,6.18
浙江自然,605080,22.8,25.15,20.57
康拓医疗,688314,31.96,38.4,25.6
广誉远,600771,18.24,20.05,16.41
塔牌集团,2233,9.12,10.02,8.2
海尔智家,600690,27.33,30.06,24.6
奥飞数据,300738,18.21,21.84,14.56
仙琚制药,2332,9.09,10.0,8.18
光格科技,688450,27.18,32.72,21.82
宏微科技,688711,27.0,32.69,21.79
赛分科技,688758,18.3,21.77,14.51
锐新科技,300828,15.79,19.0,12.66
斯达半导,603290,95.35,104.36,85.38
国投丰乐,713,6.75,7.45,6.09
唯赛勃,688718,13.64,16.24,10.82
广生堂,300436,87.87,105.48,70.32
金隅冀东,401,4.49,4.95,4.05
沪光股份,605333,29.16,32.11,26.27
贵州燃气,600903,6.73,7.4,6.06
南玻A,12,4.47,4.92,4.02
上海雅仕,603329,11.16,12.28,10.04
宁波能源,600982,4.43,4.88,4.0
蓝焰控股,968,6.64,7.32,5.99
招商积余,1914,11.11,12.18,9.96
华联股份,882,2.2,2.43,1.99
友讯达,300514,13.2,15.9,10.6
民丰特纸,600235,6.6,7.26,5.94
道恩股份,2838,24.25,26.59,21.75
福莱蒽特,605566,28.36,31.38,25.68
东土科技,300353,19.89,23.69,15.79
中芯国际,688981,120.5,144.54,96.36
概伦电子,688206,35.01,41.98,27.98
美力科技,300611,26.35,31.45,20.97
公元股份,2641,4.37,4.8,3.92
力源科技,688565,10.88,13.03,8.69
聚赛龙,301131,45.46,54.73,36.49
宇新股份,2986,10.83,11.91,9.75
航天南湖,688552,34.8,41.53,27.69
亿利达,2686,6.46,7.13,5.83
中电港,1287,21.68,23.76,19.44
金博股份,688598,28.07,33.6,22.4
贝斯美,300796,8.58,10.32,6.88
有研粉材,688456,53.5,64.44,42.96
未来电器,301386,23.65,28.33,18.89
赛特新材,688398,17.13,20.56,13.7
华鲁恒升,600426,29.97,32.97,26.97
青松建化,600425,4.28,4.71,3.85
诺力股份,603611,23.52,25.75,21.07
冠盛股份,605088,34.21,37.36,30.56
金田股份,601609,10.62,11.65,9.53
新巨丰,301296,8.47,10.16,6.78
国海证券,750,4.23,4.65,3.81
上海电气,601727,8.43,9.28,7.6
英思特,301622,63.0,75.86,50.58
中谷物流,603565,10.52,11.58,9.48
*ST天微,688511,0.0,27.74,18.5
三利谱,2876,23.0,25.41,20.79
山西汾酒,600809,178.15,195.97,160.34
复星医药,600196,27.21,29.94,24.5
西藏城投,600773,12.58,13.82,11.3
丽臣实业,1218,22.92,25.21,20.63
洪汇新材,2802,12.6,13.75,11.25
中兴通讯,63,37.32,41.11,33.63
中原环保,544,8.32,9.13,7.47
圣农发展,2299,16.55,18.25,14.93
新余国科,300722,33.56,39.76,26.5
亚通精工,603190,26.89,29.58,24.2
安科瑞,300286,22.74,27.28,18.18
中集车辆,301039,10.31,12.38,8.26
恒辉安防,300952,33.02,39.62,26.42
上海机电,600835,26.78,29.48,24.12
广电运通,2152,12.38,13.6,11.12
申通快递,2468,14.41,15.84,12.96
山煤国际,600546,10.28,11.31,9.25
黔源电力,2039,18.52,20.34,16.64
新宝股份,2705,14.35,15.79,12.92
恒为科技,603496,26.52,29.17,23.87
京新药业,2020,20.38,22.42,18.34
迈拓股份,301006,16.32,19.56,13.04
鑫宏业,301310,44.82,53.78,35.86
中科美菱,920992,18.48,23.82,12.84
西力科技,688616,12.22,14.62,9.74
中科通达,688038,16.24,19.44,12.96
博闻科技,600883,8.12,8.91,7.29
西大门,605155,16.08,17.78,14.54
西藏药业,600211,42.39,46.63,38.15
龙韵股份,603729,16.13,17.74,14.52
云天励飞,688343,70.9,84.67,56.45
鹏欣资源,600490,8.2,8.87,7.25
隆基绿能,601012,18.12,19.92,16.3
宁沪高速,600377,12.06,13.27,10.85
安路科技,688107,26.06,31.31,20.87
大北农,2385,4.01,4.41,3.61
*ST海钦,600753,7.98,8.42,7.62
理工导航,688282,54.15,64.96,43.3
福光股份,688010,29.85,36.0,24.0
美康生物,300439,10.0,12.0,8.0
华立股份,603038,15.91,17.57,14.37
中辰股份,300933,7.98,9.58,6.38
国盛智科,688558,0.0,33.52,22.34
祥源新材,300980,27.75,33.49,22.33
聚光科技,300203,15.89,19.12,12.74
冀凯股份,2691,7.99,8.76,7.16
罗普特,688619,13.9,16.69,11.13
牧原股份,2714,49.55,54.55,44.63
麦澜德,688273,35.69,42.84,28.56
三雄极光,300625,11.88,14.28,9.52
青达环保,688501,25.97,30.9,20.6
国网英大,600517,5.9,6.51,5.33
日上集团,2593,5.88,6.49,5.31
英洛华,795,9.83,10.8,8.84
正弦电气,688395,23.56,28.27,18.85
润和软件,300339,49.03,58.86,39.24
郑州银行,2936,1.95,2.15,1.76
益盛药业,2566,7.77,8.55,6.99
震裕科技,300953,143.18,172.48,114.98
上声电子,688533,29.01,34.88,23.26
唐山港,601000,3.86,4.25,3.47
悦康药业,688658,23.26,27.77,18.51
天地科技,600582,5.77,6.36,5.2
海天精工,601882,19.28,21.19,17.33
升达林业,2259,3.85,4.24,3.47
易普力,2096,13.49,14.82,12.12
天能重工,300569,5.76,6.91,4.61
中国广核,3816,3.84,4.22,3.46
海利得,2206,5.78,6.33,5.18
华泰股份,600308,3.84,4.21,3.45
万顺新材,300057,5.74,6.89,4.59
泽璟制药,688266,101.24,121.67,81.11
博济医药,300404,9.54,11.45,7.63
广西能源,600310,3.81,4.19,3.43
建发致新,301584,32.19,38.81,25.87
深水规院,301038,22.81,27.37,18.25
沙钢股份,2075,5.69,6.26,5.12
博硕科技,300951,34.19,40.96,27.3
比音勒芬,2832,15.18,16.67,13.64
蒙泰高新,300876,35.75,43.14,28.76
兰剑智能,688557,0.0,43.1,28.74
明牌珠宝,2574,5.74,6.24,5.1
华宝股份,300741,18.88,22.6,15.06
科德数控,688305,56.19,67.74,45.16
苏常柴A,570,5.63,6.2,5.08
宁波联合,600051,7.52,8.26,6.76
同心传动,920454,17.12,21.91,11.81
嘉环科技,603206,16.91,18.55,15.17
吉电股份,875,5.64,6.18,5.06
太辰光,300570,118.97,143.33,95.55
中曼石油,603619,22.45,24.62,20.14
维远股份,600955,14.85,16.41,13.43
晨光生物,300138,13.05,15.62,10.42
悦达投资,600805,5.57,6.14,5.02
中煤能源,601898,13.03,14.3,11.7
古越龙山,600059,9.28,10.21,8.35
国机通用,600444,18.55,20.41,16.7
有友食品,603697,12.96,14.28,11.68
利仁科技,1259,29.72,32.63,26.69
派瑞股份,300831,12.97,15.56,10.38
新天绿能,600956,7.41,8.14,6.66
铜陵有色,630,5.55,6.11,5.0
远信工业,301053,33.68,39.95,26.63
理邦仪器,300206,12.91,15.52,10.34
恒润股份,603985,14.77,16.24,13.28
交控科技,688015,22.2,26.56,17.7
华东数控,2248,10.97,12.13,9.93
新希望,876,9.18,10.1,8.26
拓荆科技,688072,360.95,433.98,289.32
桂林三金,2275,14.69,16.15,13.21
瑞鹄模具,2997,36.63,40.35,33.01
华夏航空,2928,10.98,12.09,9.89
中国稀土,831,45.78,50.33,41.18
立新能源,1258,7.26,7.98,6.53
三角轮胎,601163,14.51,15.93,13.03
五粮液,858,110.13,121.36,99.3
众源新材,603527,10.84,11.92,9.76
康平科技,300907,28.73,34.64,23.1
深深房A,29,23.47,25.77,21.09
老白干酒,600559,16.17,17.8,14.56
碧兴物联,688671,25.68,30.1,20.06
华强科技,688151,19.76,23.64,15.76
天德钰,688252,21.59,25.79,17.19
西安奕材,688783,23.2,27.94,18.62
扬州金泉,603307,39.35,43.27,35.41
如通股份,603036,19.69,21.64,17.7
亚玛顿,2623,17.93,19.67,16.09
川投能源,600674,14.25,15.7,12.84
东宏股份,603856,12.43,13.7,11.21
瑞普生物,300119,19.72,23.46,15.64
航材股份,688563,55.29,66.02,44.02
紫光股份,938,24.8,27.31,22.35
雪祺电气,1387,14.15,15.59,12.75
老板电器,2508,19.45,21.4,17.51
欧圣电气,301187,26.6,31.82,21.22
维宏股份,300508,33.38,40.12,26.74
大豪科技,603025,17.65,19.35,15.83
申万宏源,166,5.27,5.8,4.74
弘业期货,1236,10.51,11.56,9.46
金开新能,600821,5.23,5.75,4.71
炬申股份,1202,15.64,17.23,14.09
奥比中光,688322,81.88,98.0,65.34
陕国投A,563,3.47,3.82,3.12
武汉控股,600168,5.16,5.72,4.68
华信新材,300717,19.0,22.85,15.23
新华网,603888,19.11,20.94,17.14
中国软件,600536,45.1,49.43,40.45
新铝时代,301613,48.3,58.06,38.7
金逸影视,2905,10.3,11.4,9.32
环球印务,2799,8.62,9.48,7.76
每日互动,300766,30.9,37.18,24.78
林海股份,600099,10.32,11.34,9.28
鲁北化工,600727,6.89,7.56,6.18
新光药业,300519,15.47,18.54,12.36
中国联通,600050,5.13,5.65,4.63
伊利股份,600887,29.31,32.01,26.19
出版传媒,601999,6.82,7.52,6.16
ST易购,2024,1.71,1.8,1.62
甘化科工,576,10.24,11.28,9.23
绿通科技,301322,27.3,32.8,21.86
汉得信息,300170,17.07,20.5,13.66
廊坊发展,600149,5.2,5.63,4.61
人民网,603000,18.95,20.65,16.89
阳光照明,600261,3.41,3.75,3.07
有方科技,688159,49.46,59.27,39.51
北化股份,2246,16.86,18.7,15.3
金海通,603061,143.0,156.64,128.16
盛天网络,300494,11.83,14.22,9.48
同力天启,605286,37.56,40.91,33.47
华东医药,963,40.7,44.59,36.49
正业科技,300410,8.36,10.13,6.75
物产金轮,2722,15.13,16.68,13.64
时代万恒,600241,8.45,9.25,7.57
宁新新材,920719,13.37,17.48,9.42
常润股份,603201,16.81,18.49,15.13
通化东宝,600867,8.42,9.24,7.56
广汇能源,600256,5.02,5.53,4.53
精进电动,688280,8.38,10.06,6.7
凤凰传媒,601928,10.05,11.06,9.05
洪通燃气,605169,13.39,14.73,12.05
春兰股份,600854,5.0,5.51,4.51
中油工程,600339,3.35,3.67,3.01
恩威医药,301331,26.63,32.02,21.34
亚宝药业,600351,6.68,7.34,6.0
果麦文化,301052,38.4,45.96,30.64
*ST大晟,600892,3.31,3.5,3.16
涪陵榨菜,2507,13.31,14.62,11.96
威海广泰,2111,9.96,10.95,8.96
倍加洁,603059,31.84,34.65,28.35
金科环境,688466,16.57,19.88,13.26
美信科技,301577,56.05,67.54,45.02
四川美丰,731,6.61,7.28,5.96
天玛智控,688570,0.0,21.83,14.55
泰瑞机器,603289,9.91,10.9,8.92
钛能化学,2145,4.95,5.43,4.45
海南矿业,601969,12.0,12.62,10.32
凯盛新能,600876,9.8,10.8,8.84
富春环保,2479,4.9,5.4,4.42
中来股份,300393,6.57,7.85,5.23
ST宏达,2211,3.28,3.43,3.11
千方科技,2373,11.33,12.56,10.28
创益通,300991,39.16,46.98,31.32
英飞特,300582,14.55,17.58,11.72
善水科技,301190,21.09,25.33,16.89
华宏科技,2645,14.61,16.07,13.15
泰山石油,554,6.47,7.13,5.83
国恩股份,2768,51.72,57.02,46.66
华邦健康,2004,4.85,5.35,4.37
确成股份,605183,0.0,21.36,17.48
科沃斯,603486,79.02,86.9,71.1
ST应急,300527,8.01,9.65,6.43
杰恩设计,300668,20.82,25.08,16.72
江波龙,301308,243.0,293.02,195.34
力合微,688589,22.48,26.98,17.98
龙星科技,2442,6.42,7.06,5.78
东山精密,2384,81.67,90.0,73.64
春雪食品,605567,11.3,12.35,10.11
君正集团,601216,4.81,5.29,4.33
深南电路,2916,226.02,248.6,203.4
昆仑万维,300418,40.02,48.02,32.02
冠豪高新,600433,3.19,3.52,2.88
张裕A,869,20.8,22.87,18.71
兄弟科技,2562,6.39,7.03,5.75
瑞联新材,688550,44.72,53.66,35.78
国科天成,301571,50.85,61.22,40.82
西部证券,2673,8.0,8.77,7.17
朝阳科技,2981,28.51,31.53,25.79
华亚智能,3043,46.13,50.79,41.55
诚志股份,990,7.96,8.76,7.16
浙版传媒,601921,7.94,8.76,7.16
汇顶科技,603160,77.95,85.65,70.07
用友网络,600588,12.72,13.96,11.42
丽珠集团,513,34.88,38.37,31.39
弘景光电,301479,86.68,104.56,69.7
嘉戎技术,301148,47.23,57.01,38.01
德源药业,920735,0.0,45.21,24.35
中科软,603927,19.01,20.87,17.07
苏州规划,301505,20.44,24.66,16.44
中集集团,39,9.46,10.43,8.53
涪陵电力,600452,9.48,10.43,8.53
隆平高科,998,9.44,10.42,8.52
三佳科技,600520,25.11,27.75,22.71
卫信康,603676,11.05,12.13,9.93
青农商行,2958,3.14,3.47,2.84
火炬电子,603678,32.99,36.37,29.75
四会富仕,300852,37.45,45.34,30.22
浙数文化,600633,12.6,13.83,11.31
英可瑞,300713,17.35,20.74,13.82
云南白药,538,56.57,62.21,50.9
永泰运,1228,26.61,29.36,24.02
贝肯能源,2828,11.01,12.08,9.88
泛亚微透,688386,73.8,88.02,58.68
国货航,1391,6.24,6.86,5.62
徐工机械,425,10.92,12.01,9.83
上汽集团,600104,15.58,17.15,14.03
公牛集团,603195,42.1,46.29,37.87
拓尔思,300229,18.99,22.4,14.94
华域汽车,600741,20.21,22.23,18.19
博迅生物,920504,24.9,32.24,17.36
骏成科技,301106,29.4,35.29,23.53
迎驾贡酒,603198,40.1,44.26,36.22
仙坛股份,2746,6.19,6.81,5.57
药明康德,603259,91.6,100.33,82.09
三峡新材,600293,3.1,3.4,2.78
天亿马,301178,47.83,57.4,38.26
辰奕智能,301578,33.97,40.7,27.14
皖维高新,600063,6.15,6.78,5.54
广深铁路,601333,3.08,3.39,2.77
养元饮品,603156,26.19,28.79,23.55
招商南油,601975,3.08,3.38,2.76
东北证券,686,9.16,10.13,8.29
昀冢科技,688260,29.0,34.99,23.33
沪江材料,920204,18.41,23.93,12.89
国检集团,603060,6.13,6.74,5.52
宏润建设,2062,9.16,10.09,8.25
洋河股份,2304,62.55,68.81,56.3
清越科技,688496,6.24,7.32,4.88
昊帆生物,301393,50.49,60.29,40.19
协和电子,605258,31.93,35.17,28.77
鲍斯股份,300441,7.61,9.13,6.09
奥特迅,2227,12.15,13.37,10.94
晶赛科技,920981,33.53,43.38,23.36
燕京啤酒,729,12.13,13.33,10.91
金河生物,2688,6.06,6.67,5.45
上海三毛,600689,13.5,14.99,12.27
天津港,600717,4.55,4.99,4.09
九号公司,689009,58.88,70.76,47.18
北京利尔,2392,7.55,8.31,6.8
筑博设计,300564,15.08,18.1,12.06
新北洋,2376,7.51,8.29,6.79
泓淋电力,301439,15.08,18.06,12.04
苏泊尔,2032,46.65,51.32,41.99
节能风电,601016,3.0,3.3,2.7
三鑫医疗,300453,8.98,10.8,7.2
浙江仙通,603239,20.98,23.09,18.89
恩华药业,2262,25.5,28.02,22.92
北大荒,600598,14.98,16.48,13.48
美芝股份,2856,12.09,13.18,10.78
浪莎股份,600137,19.62,21.38,17.5
中远海能,600026,11.69,13.13,10.75
河钢资源,923,19.31,21.3,17.42
麦格米特,2851,85.91,94.93,77.67
播恩集团,1366,13.4,14.73,12.05
豪森智能,688529,0.0,21.38,14.26
瑞丰高材,300243,10.36,12.47,8.31
千金药业,600479,10.39,11.42,9.34
大连电瓷,2606,8.86,9.78,8.0
海特生物,300683,28.1,33.72,22.48
炜冈科技,1256,20.65,22.73,18.59
劲仔食品,3000,11.84,12.96,10.6
宏力达,688330,35.17,42.37,28.25
聚合顺,605166,10.24,11.32,9.26
晨光股份,603899,27.99,30.72,25.14
龙芯中科,688047,136.64,163.96,109.3
中远海特,600428,7.35,8.07,6.61
传化智联,2010,5.87,6.46,5.28
ST任子行,300311,4.5,5.28,3.52
皓元医药,688131,71.77,86.21,57.47
深天马A,50,8.8,9.67,7.91
真爱美家,3041,42.38,46.72,38.22
歌华有线,600037,7.31,8.05,6.59
海希通讯,920405,27.95,36.14,19.46
联德股份,605060,36.29,40.16,32.86
国网信通,600131,16.05,17.66,14.45
雷赛智能,2979,39.3,43.23,35.37
金浦钛业,545,2.94,3.2,2.62
大连热电,600719,5.8,6.4,5.24
透景生命,300642,18.89,22.67,15.11
瑜欣电子,301107,27.51,33.12,22.08
天下秀,600556,5.77,6.39,5.23
以岭药业,2603,17.4,19.17,15.69
日丰股份,2953,11.61,12.77,10.45
康龙化成,300759,29.02,34.81,23.21
新天科技,300259,4.33,5.22,3.48
天桥起重,2523,4.35,4.79,3.92
ST英飞拓,2528,2.92,3.05,2.76
锦江航运,601083,11.59,12.75,10.43
泓博医药,301230,30.25,36.49,24.33
银河磁体,300127,30.39,36.48,24.32
星源卓镁,301398,47.4,57.28,38.18
宏英智能,1266,28.79,31.79,26.01
ST汇洲,2122,2.89,3.03,2.75
映翰通,688080,50.51,60.66,40.44
长龄液压,605389,72.73,79.43,64.99
福元医药,601089,24.42,26.98,22.08
一彬科技,1278,20.12,22.21,18.17
豆神教育,300010,7.19,8.65,5.77
宇通客车,600066,33.13,36.44,29.82
精工钢构,600496,4.31,4.75,3.89
光弘科技,300735,24.43,29.34,19.56
风华高科,636,15.8,17.4,14.24
皇马科技,603181,14.4,15.82,12.94
灿瑞科技,688061,31.56,37.93,25.29
同花顺,300033,316.01,379.2,252.8
君禾股份,603617,7.18,7.9,6.46
晋控电力,767,2.87,3.16,2.58
