所属概念,market_code,code,所属概念数量,股票代码
短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;元宇宙;国资云;云办公;数据要素;数据安全;DeepSeek概念;数字乡村;算力租赁;足球概念;网络安全;人工智能;智慧城市;养老概念;东数西算(算力);数字孪生;食品安全;工业互联网;低空经济;机器视觉;乡村振兴;数据中心;国企改革;5G;光伏概念;储能;沪股通;融资融券,17,600959,31,600959.SH
商业航天;卫星导航;军工;芯片概念;存储芯片;西部大开发;ST板块,22,688053,7,688053.SH
存储芯片;国家大基金持股;汽车芯片;先进封装;第三代半导体;芯片概念;华为海思概念股;汽车电子;共封装光学(CPO);智能座舱;传感器;毫米波雷达;5G;无人驾驶;华为概念;机器人概念;西部大开发;深股通;融资融券,33,002185,19,002185.SZ
新能源汽车;特斯拉概念;燃料电池;比亚迪概念;锂电池概念;氢能源;储能;深股通;融资融券,33,002662,9,002662.SZ
磷化工;化肥;煤化工概念;煤炭概念;氟化工概念;可降解塑料;宁德时代概念;回购增持再贷款概念;国企改革;乡村振兴;光刻胶;华为概念;股权转让(并购重组);融资融券;深股通,33,000422,15,000422.SZ
消费电子概念;稀土永磁;数据中心;专精特新;新能源汽车;光伏概念;深股通,33,300835,7,300835.SZ
量子科技;PM2.5;专精特新;粤港澳大湾区;食品安全;医疗器械概念;碳中和;沪股通;融资融券,17,688622,9,688622.SH
中芯国际概念;OLED;第三代半导体;芯片概念;专精特新;虚拟现实;沪股通;融资融券,17,688138,8,688138.SH
锂电池概念;专精特新;人民币贬值受益;2026一季报预增;融资融券;深股通,33,002810,6,002810.SZ
柔性屏(折叠屏);消费电子概念;OLED;智能穿戴;小米概念;虚拟现实;专精特新;融资融券;深股通,33,002876,9,002876.SZ
5G;可控核聚变;超级电容;军工;人形机器人;新能源汽车;机器人概念;华为概念;东数西算(算力);储能;国企改革;深股通;融资融券,33,002484,13,002484.SZ
传感器;专精特新;芯片概念;比亚迪概念;汽车芯片;机器人概念;低空经济;存储芯片;回购增持再贷款概念;PVDF概念;民爆概念;融资融券,17,603375,12,603375.SH
露营经济;智能物流;无人驾驶;参股银行;储能;机器人概念;跨境电商;人民币贬值受益;智能家居;军工;芯片概念;深股通;融资融券,33,002444,13,002444.SZ
共封装光学(CPO);WiFi 6;液冷服务器;中国AI 50;6G概念;5G;东数西算(算力);数据中心;网络安全;云办公;国资云;信创;腾讯概念;阿里巴巴概念;抖音概念(字节概念);小米概念;新型工业化;百度概念;AI智能体;工业互联网;快手概念;蚂蚁集团概念;AIGC概念;人工智能;智能医疗;数字经济;一带一路;AI应用;国企改革;深股通;融资融券,33,301165,31,301165.SZ
同花顺中特估100;固废处理;新疆振兴;央企国企改革;污水处理;国企改革;乡村振兴;新型城镇化;雄安新区;一带一路;水利;冰雪产业;人民币贬值受益;深股通;融资融券;华为概念;东数西算(算力);中字头股票,33,002051,18,002051.SZ
超超临界发电;绿色电力;天然气;风电;页岩气;钠离子电池;储能;国企改革;西部大开发;证金持股;深股通;融资融券,33,002053,12,002053.SZ
煤炭概念;煤化工概念;超超临界发电;央企国企改革;国企改革;风电;回购增持再贷款概念;沪股通;融资融券,17,601918,9,601918.SH
智能电网;储能;数据中心;共同富裕示范区;数字经济;沪股通;融资融券,17,603070,7,603070.SH
煤炭概念;超超临界发电;国企改革;西部大开发;回购增持再贷款概念;充电桩;换电概念;深股通;融资融券,33,001286,9,001286.SZ
汽车芯片;MCU芯片;MiniLED;存储芯片;先进封装;第三代半导体;WiFi 6;芯片概念;无线耳机;5G;毫米波雷达;新型烟草(电子烟);专精特新;智能家居;海峡两岸;粤港澳大湾区;深股通;融资融券,33,300671,18,300671.SZ
注册制次新股;智能物流;京津冀一体化;新股与次新股;融资融券,33,001220,5,001220.SZ
转基因;融资融券;农业种植;玉米;粮食概念;人工智能;乡村振兴,151,920403,7,920403.BJ
存储芯片;MCU芯片;中芯国际概念;芯片概念;消费电子概念;小米概念;语音技术;人工智能;回购增持再贷款概念;融资融券,17,688416,10,688416.SH
航运概念;高股息精选;同花顺中特估100;融资融券;深股通;国企改革;一带一路;央企国企改革;回购增持再贷款概念;粤港澳大湾区,33,001872,10,001872.SZ
芯片概念;5G;液冷服务器;第三代半导体;人形机器人;东数西算(算力);数据中心;专精特新;机器人概念;比亚迪概念;新能源汽车;高压快充;光伏概念;充电桩;储能;沪股通;融资融券,17,688261,17,688261.SH
超级品牌;证金持股;高股息精选;同花顺出海50;同花顺漂亮100;深股通;融资融券;空气能热泵;家用电器;汽车热管理;智能家居;一带一路;AI智能体;机器人概念;智能电网;人形机器人;物联网;工业互联网;回购增持再贷款概念;华为概念;MCU芯片;数据中心;液冷服务器;芯片概念;净水概念,33,000333,25,000333.SZ
物联网;智能音箱;华为概念;鸿蒙概念;智能家居;区块链;智能穿戴;虚拟现实;工业互联网;元宇宙;机器人概念;创投;无线耳机;粤港澳大湾区;跨境电商;5G;新型工业化;消费电子概念;WiFi 6;汽车电子;储能;融资融券;深股通,33,002369,23,002369.SZ
芯片概念;碳交易;碳中和;回购增持再贷款概念;乡村振兴;国企改革;土地流转;融资融券,17,600076,8,600076.SH
医疗器械概念;人民币贬值受益;沪股通,17,605369,3,605369.SH
新型工业化;卫星导航;物联网;商业航天;传感器;车联网(车路协同);工业互联网;机器人概念;汽车电子;换电概念;智能座舱;数据中心;无人驾驶;AI智能体;新能源汽车;农机;专精特新;人工智能;充电桩;PCB概念;储能;风电;回购增持再贷款概念,33,001266,23,001266.SZ
固态电池;锂电池概念;高铁;无人机;军工;智能穿戴;机器人概念;新能源汽车;氢能源;军民融合;国企改革;深股通;融资融券,33,002254,13,002254.SZ
国企改革;参股银行;回购增持再贷款概念;绿色电力;创投;化债概念(AMC概念);储能;3D打印;海峡两岸;专精特新;新能源汽车;光伏概念;消费电子概念,17,600784,13,600784.SH
房屋检测;数据中心;新型城镇化;水利;存储芯片;PPP概念;污水处理;共同富裕示范区;芯片概念;地下管网;碳中和;特色小镇,17,603316,12,603316.SH
共享单车;专精特新;传感器;无人机;两轮车;锂电池概念;融资融券;沪股通,17,603489,8,603489.SH
磷化工;化肥;煤化工概念;锂电池概念;乡村振兴;污水处理;融资融券,17,600470,7,600470.SH
OLED;合成生物;先进封装;柔性屏(折叠屏);光伏概念;新能源汽车;基因测序;消费电子概念;AI眼镜;乡村振兴;智能穿戴;京津冀一体化;融资融券;深股通,33,300596,14,300596.SZ
短剧游戏;文化传媒概念;IP经济(谷子经济);AIGC概念;腾讯概念;人工智能;中字头股票;国企改革;沪股通;同花顺中特估100;融资融券,17,600977,11,600977.SH
减速器;商业航天;卫星导航;人形机器人;低空经济;机器人概念;新能源汽车;海峡两岸;专精特新;消费电子概念;充电桩;人民币贬值受益;一带一路;深股通;融资融券,33,300885,15,300885.SZ
小金属概念;钠离子电池;固态电池;硅能源;锂电池概念;有机硅概念;光伏概念;新能源汽车;高端装备;粤港澳大湾区;深股通,33,300619,11,300619.SZ
超级电容;储能;PM2.5;海峡两岸;股权转让(并购重组);深股通;融资融券,33,300174,7,300174.SZ
ST板块;毛发医疗;民营医院;参股银行;参股券商;医美概念;消毒剂,33,000615,7,000615.SZ
共封装光学(CPO);光纤概念;光刻机;先进封装;存储芯片;OLED;MicroLED概念;MR(混合现实);芯片概念;消费电子概念;3D打印;智能座舱;机器视觉;无人驾驶;虚拟现实;可控核聚变;回购增持再贷款概念;医美概念;西部大开发;沪股通;融资融券,17,688167,21,688167.SH
MicroLED概念;MiniLED;AI眼镜;第三代半导体;智能穿戴;消费电子概念;华为概念;虚拟现实;汽车电子;芯片概念;国企改革;深股通;融资融券,33,300323,13,300323.SZ
磷化工;化肥;氟化工概念;煤化工概念;煤炭概念;锂电池概念;碳中和;西部大开发;国企改革;乡村振兴;高股息精选;融资融券;沪股通,17,600096,13,600096.SH
商业航天;AI手机;无人机;低空经济;智能音箱;人形机器人;5G;智能穿戴;无线充电;MR(混合现实);小米概念;AI眼镜;AI PC;3D打印;碳纤维;虚拟现实;无线耳机;华为概念;消费电子概念;机器人概念;减速器;同花顺果指数;英伟达概念;富士康概念;液冷服务器;柔性屏(折叠屏);比亚迪概念;苹果概念;新能源汽车;人工智能;海峡两岸;充电桩;共封装光学(CPO);光伏概念;储能;人民币贬值受益;回购增持再贷款概念;稀土永磁;深股通;融资融券,33,002600,40,002600.SZ
互联网金融;股权转让(并购重组),33,002377,2,002377.SZ
证金持股;新型工业化;高股息精选;智慧城市;机器人概念;国企改革;人工智能;新能源汽车;物联网;粤港澳大湾区;汽车电子;融资融券;沪股通,17,600894,13,600894.SH
转基因;玉米;粮食概念;农业种植;生态农业;俄乌冲突概念;乡村振兴;国企改革;基因测序;深股通;融资融券;鸿蒙概念,33,000998,12,000998.SZ
沪股通,17,605377,1,605377.SH
医疗器械概念;2025年报预增;智能医疗;专精特新;西部大开发;融资融券,17,688410,6,688410.SH
染料;有机硅概念;阿尔茨海默概念;家用电器;医疗器械概念;仿制药一致性评价;创新药;股权转让(并购重组),17,603980,8,603980.SH
医疗器械概念;智能医疗;宠物经济;中俄贸易概念;融资融券;深股通,33,300633,6,300633.SZ
白酒概念;超级品牌;同花顺漂亮100;证金持股;沪股通;融资融券;国企改革;西部大开发,17,600519,8,600519.SH
磷化工;化肥;金属铅;生态农业;金属锌;金属铜;农村电商;黄金概念;乡村振兴;ST板块;民营医院;工业互联网,33,002538,12,002538.SZ
汽车芯片;芯片概念;英伟达概念;无人机;沪股通;融资融券,17,688486,6,688486.SH
乳业;国企改革;西部大开发;新疆振兴,17,600419,4,600419.SH
卫星导航;商业航天;军民融合;军工;无人机;车联网(车路协同);智慧城市;数字孪生;无人驾驶;物联网;传感器;工业互联网;智能座舱;央企国企改革;京津冀一体化;智能物流;汽车电子;新能源汽车;黑龙江自贸区;一带一路;中俄贸易概念;国企改革;智能电网;人民币贬值受益;2025年报预增;俄乌冲突概念;深股通;融资融券,33,000901,28,000901.SZ
MicroLED概念;MiniLED;第三代半导体;芯片概念;深股通,33,300708,5,300708.SZ
毛发医疗;国企改革;合成生物;维生素;深股通,33,002102,5,002102.SZ
航空发动机;大飞机;商业航天;低空经济;高端装备;海工装备;核电;DeepSeek概念;专精特新;风电;西部大开发;锂电池概念;沪股通;融资融券,17,688239,14,688239.SH
智能电网;高端装备;传感器;华为概念;生物质能发电;人工智能;股权转让(并购重组);国企改革,33,300277,8,300277.SZ
ST板块;工业大麻;人民币贬值受益;冷链物流;土地流转;数字经济;数据中心;期货概念,33,300175,8,300175.SZ
军工;军民融合;军工信息化;2025年报预增;第三代半导体,33,000576,5,000576.SZ
MicroLED概念;电子纸;柔性屏(折叠屏);车联网(车路协同);华为概念;智能穿戴;虚拟现实;AI手机;OLED;智能座舱;小米概念;东数西算(算力);消费电子概念;元宇宙;汽车电子;比亚迪概念;特斯拉概念;苹果概念;华为汽车;新能源汽车;算力租赁;储能;石墨烯;锂电池概念;固态电池;一带一路;国企改革;深股通;融资融券,33,300088,29,300088.SZ
高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),17,601939,6,601939.SH
成飞概念;军民融合;军工;商业航天;无人机;可控核聚变;航空发动机;卫星导航;大飞机;低空经济;核电;海工装备;专精特新;农机;ST板块;西部大开发;国企改革;乡村振兴;股权转让(并购重组);新疆振兴,33,300159,20,300159.SZ
兵装重组概念;军民融合;军工;央企国企改革;国企改革;新能源汽车;沪股通;融资融券,17,601606,8,601606.SH
注册制次新股;科创次新股;AI眼镜;OLED;芯片概念;智能穿戴;新股与次新股;融资融券,17,688781,8,688781.SH
钠离子电池;固态电池;锂电池概念;比亚迪概念;新能源汽车;专精特新;深股通;融资融券,33,301292,8,301292.SZ
星闪概念;人脸识别;虚拟现实;车联网(车路协同);柔性屏(折叠屏);智能家居;MR(混合现实);元宇宙;智慧城市;智能座舱;机器视觉;长安汽车概念;无人驾驶;AI眼镜;华为概念;小米概念;机器人概念;人形机器人;传感器;消费电子概念;OLED;海峡两岸;汽车电子;毫米波雷达;医疗器械概念;深股通;融资融券;股权转让(并购重组),33,002456,28,002456.SZ
钒电池;国企改革;氢能源;污水处理;固态电池;深股通;融资融券,33,000822,7,000822.SZ
钠离子电池;同花顺漂亮100;固态电池;动力电池回收;宁德时代概念;锂电池概念;储能;长安汽车概念;特斯拉概念;小米汽车;华为汽车;新能源汽车;换电概念;同花顺出海50;同花顺新质50;融资融券;深股通,33,300750,17,300750.SZ
高股息精选;共同富裕示范区;融资融券;沪股通,17,601916,4,601916.SH
特高压;智能电网;风电;核电;光伏概念;央企国企改革;2025年报预增;国企改革;股权转让(并购重组);沪股通;融资融券,17,601096,11,601096.SH
眼科医疗;民营医院;智能医疗;DeepSeek概念;人工智能;福建自贸区;海峡两岸;智能穿戴;AI眼镜;5G;深股通;融资融券,33,301267,12,301267.SZ
数据中心;碳中和;抖音概念(字节概念);腾讯概念;国企改革;东数西算(算力);融资融券;专精特新;液冷服务器;股权转让(并购重组),151,920808,10,920808.BJ
跨境电商;三胎概念;体育产业;IP经济(谷子经济);参股银行;沪股通,17,603511,6,603511.SH
汽车芯片;中芯国际概念;第三代半导体;芯片概念;汽车电子;5G;专精特新;新能源汽车;高压快充;充电桩;柔性直流输电;深股通;股权转让(并购重组);融资融券,33,300623,14,300623.SZ
太赫兹;电力物联网;6G概念;智能电网;数据中心;卫星导航;国产航母;光伏概念;军工;军工信息化;无人机;军民融合;华为概念;碳纤维;低空经济;储能;虚拟现实;机器人概念;腾讯概念;AI智能体;燃料电池;区块链;智能医疗;氢能源;创投;一带一路;IP经济(谷子经济);沪股通;融资融券,17,600590,29,600590.SH
